Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
S0002211,C0002211,Cargill,Cocoa,India,Asia-Pacific,3,Agriculture,58.23,32.35,81.34,61.01,0.3461,659.07,0.82,0.39,3,0,38,13204,0.93,0.04,47.29,0.35,74.69,0.13,72.09,1,6244.0,Moderate
S0009545,C0009545,Wilmar International,Palm Oil,Malaysia,Asia-Pacific,2,Agriculture,54.75,64.92,35.98,63.35,0.2475,308.31,0.8,0.37,0,0,45,37756,0.94,0.031,33.6,0.7,60.47,0.71,62.02,0,8873.0,Moderate
S0005357,C0005357,Foxconn,Printed Circuit Boards,Indonesia,Asia-Pacific,2,Electronics,58.98,46.81,46.47,83.67,0.5153,392.97,0.27,0.4,3,1,18,8625,0.83,0.039,82.61,1.09,89.95,0.5,88.66,0,8727.0,Moderate
S0002925,C0002925,Olam International,Cashew Nuts,Malaysia,Asia-Pacific,1,Agriculture,51.43,34.72,91.54,28.04,0.0778,1014.81,0.82,0.11,2,0,14,29323,0.87,0.028,73.9,1.58,76.1,0.78,48.74,0,6914.0,Moderate
S0000541,C0000541,Bunge Limited,Canola,Malaysia,Asia-Pacific,2,Agriculture,66.11,60.62,59.56,78.16,0.2018,429.54,0.7,0.0,1,1,20,33983,0.91,0.029,92.72,1.14,95.01,0.72,81.69,0,11455.0,Low
S0004623,C0004623,Bunge Limited,Canola,Japan,Asia-Pacific,3,Agriculture,62.3,60.18,52.0,74.71,0.6879,899.77,0.42,0.5,0,0,37,47148,0.94,0.043,87.5,0.85,81.63,0.28,56.17,0,2247.0,Moderate
S0007903,C0007903,Cargill,Corn,USA,North America,1,Agriculture,60.26,62.56,66.66,51.55,0.3721,839.17,0.61,0.51,2,0,36,48321,0.94,0.025,43.2,1.36,94.33,0.46,64.87,0,10974.0,Moderate
S0002149,C0002149,Olam International,Cocoa,Brazil,South America,2,Agriculture,62.81,49.91,63.61,74.9,0.0991,1425.35,0.55,0.4,2,1,13,27010,0.91,0.025,55.28,0.79,85.49,0.3,62.12,0,9729.0,Moderate
S0008044,C0008044,Foxconn,Electronic Components,USA,North America,3,Electronics,77.41,85.94,98.76,47.54,0.0874,1478.88,0.47,0.57,0,1,50,29827,0.93,0.041,84.15,0.74,78.63,0.6,63.17,2,1419.0,Moderate
S0008224,C0008224,Nestlé,Coffee Beans,Indonesia,Asia-Pacific,2,Food & Beverage,44.97,44.04,25.123750000000005,68.28,0.4779,901.27,0.52,0.64,3,0,15,21577,0.86,0.051,62.06,0.73,74.26,0.13,49.95,1,5326.0,Moderate
S0003839,C0003839,Foxconn,Electronic Components,Japan,Asia-Pacific,1,Electronics,69.16,55.96,66.26,85.26,0.0822,1359.78,0.69,0.43,0,1,35,25052,0.88,0.025,47.31,0.2,55.87,0.37,77.86,0,6117.0,Low
S0009530,C0009530,Foxconn,Electronic Components,India,Asia-Pacific,3,Electronics,51.43,51.46,54.34,48.5,0.3293,518.94,0.97,0.42,0,0,8,15785,0.88,0.006,59.76,1.77,65.22,0.74,71.21,1,10744.0,Moderate
S0006028,C0006028,Yara International,Fertilizers,Japan,Asia-Pacific,1,Chemicals,42.95,62.1,30.33,36.41,0.4658,339.58,0.53,0.59,3,0,12,30833,0.79,0.024,93.51,0.37,73.26,0.25,79.01,0,5286.0,Moderate
S0003604,C0003604,Bunge Limited,Sunflower Seeds,Indonesia,Asia-Pacific,1,Agriculture,68.12,84.64,61.86,57.86,0.5691,1253.72,0.85,0.45,3,0,31,9394,0.92,0.063,76.86,0.9,60.88,0.31,59.75,0,7814.0,Low
S0003472,C0003472,Cargill,Soybeans,India,Asia-Pacific,1,Agriculture,44.88,40.69,39.33,54.63,0.9985,1388.04,0.85,0.04,2,1,29,40647,0.99,0.034,59.34,0.92,93.46,0.54,42.67,1,3469.0,Moderate
S0008316,C0008316,Wilmar International,Palm Oil,Japan,Asia-Pacific,1,Agriculture,65.47,63.28,77.11,56.01,0.3294,390.26,0.58,0.4,0,1,43,23346,0.88,0.039,78.41,0.41,77.9,0.15,87.08,1,5259.0,Low
S0001873,C0001873,Samsung Electronics,Semiconductors,USA,North America,3,Electronics,53.58,49.72,45.93,65.1,0.3609,130.71,0.6,0.6,2,1,7,9903,0.93,0.039,46.33,2.04,90.77,0.26,64.95,1,1750.0,Moderate
S0002830,C0002830,Nestlé,Coffee Beans,India,Asia-Pacific,1,Food & Beverage,68.2,59.88,81.87,62.86,0.6128,840.99,0.59,0.35,0,1,26,38277,0.91,0.037,96.66,1.5,79.94,0.6,46.39,0,236.0,Low
S0003798,C0003798,Archer Daniels Midland,Corn,USA,North America,1,Agriculture,59.48,69.31,52.2,56.92,0.9144,951.66,0.66,0.55,2,1,30,45576,0.9,0.034,34.66,1.41,70.63,0.48,64.83,2,4303.0,Moderate
S0003544,C0003544,Samsung Electronics,Semiconductors,Malaysia,Asia-Pacific,3,Electronics,63.97,65.63,65.06,61.21,0.8285,935.83,0.45,0.47,3,0,10,20435,0.9,0.036,66.16,0.64,72.91,0.67,61.26,0,10970.0,Moderate
S0001450,C0001450,Bunge Limited,Soybeans,USA,North America,2,Agriculture,75.85,87.11,80.51,59.92,0.8384,1415.0,0.46,0.09,0,0,29,42360,0.85,0.005,71.17,1.36,56.09,0.5,73.09,2,1818.0,Moderate
S0004675,C0004675,Cargill,Corn,Japan,Asia-Pacific,2,Agriculture,44.01,60.105000000000004,59.53,55.0,0.1453,1263.62,0.69,0.64,0,1,27,30589,0.88,0.013,19.45,1.01,74.2,0.37,62.65,1,10770.0,Moderate
S0003089,C0003089,Bunge Limited,Soybeans,Japan,Asia-Pacific,3,Agriculture,70.0,52.87,58.5,98.63,0.9442,729.59,0.8,0.21,2,0,29,31349,0.87,0.011,75.71,1.12,91.26,0.79,92.85,3,3412.0,Moderate
S0000215,C0000215,Samsung Electronics,LCD Panels,Malaysia,Asia-Pacific,2,Electronics,49.45,42.86,54.85,50.64,0.8669,199.12,0.72,0.58,2,0,7,13572,0.92,0.048,46.44,1.67,97.85,0.65,49.35,0,736.0,Moderate
S0001539,C0001539,Tata Steel,Steel Billets,Japan,Asia-Pacific,3,Metals,59.03,60.105000000000004,51.96,75.16,0.8005,314.02,0.66,0.31,0,0,43,25376,0.9,0.045,57.93,0.53,72.82,0.45,64.66,1,10850.0,Moderate
S0007708,C0007708,Cargill,Corn,Malaysia,Asia-Pacific,3,Agriculture,65.02,55.65,63.4,76.01,0.499,404.93,0.49,0.25,2,1,27,46995,0.87,0.038,78.41,0.86,51.33,0.42,78.1,0,1928.0,Low
S0004756,C0004756,Sime Darby Plantation,Palm Fruits,Brazil,South America,1,Agriculture,71.76,77.45,45.1,92.74,0.509,1294.57,0.67,0.12,0,1,20,44173,0.85,0.041,68.18,1.09,65.91,0.65,70.39,1,4884.0,Low
S0007968,C0007968,Bunge Limited,Canola,Indonesia,Asia-Pacific,1,Agriculture,62.58,77.75,51.99,80.31,0.3246,1170.5,0.87,0.76,3,1,44,37494,0.82,0.023,67.04,0.95,95.47,0.7,54.78,1,8860.0,Low
S0004609,C0004609,Wilmar International,Sugar,China,Asia-Pacific,1,Agriculture,61.77,57.15,75.84,52.33,0.6903,583.82,0.5,0.56,0,0,23,8890,0.85,0.047,64.81,1.18,75.71,0.4,80.68,1,3334.0,Moderate
S0009826,C0009826,Yara International,Ammonia,USA,North America,2,Chemicals,64.6,62.57,56.72,74.52,0.0389,123.72,0.38,0.41,3,1,27,9874,0.91,0.037,92.26,1.0,69.93,0.2,64.26,0,1990.0,Moderate
S0008281,C0008281,Bunge Limited,Sunflower Seeds,China,Asia-Pacific,3,Agriculture,59.28,63.68,75.38,38.78,0.5243,357.48,0.66,0.71,0,1,29,21438,0.91,0.008,87.55,0.6,95.11,0.29,69.47,4,6861.0,Moderate
S0002421,C0002421,Tata Steel,Steel Billets,USA,North America,1,Metals,59.04,45.75,69.06,62.3,0.9012,992.5,0.47,0.21,0,1,7,39090,0.92,0.0,49.02,0.82,80.36,0.53,65.67,5,5860.0,High
S0001051,C0001051,Wilmar International,Palm Oil,India,Asia-Pacific,2,Agriculture,62.16,48.84,69.41,68.23,0.2778,961.52,0.52,0.35,1,1,18,29739,0.93,0.026,65.86,0.94,62.47,0.36,78.51,2,1329.0,Moderate
S0008346,C0008346,Archer Daniels Midland,Wheat,India,Asia-Pacific,2,Agriculture,77.06,82.64,94.58,53.97,0.2367,462.76,0.66,0.13,1,0,24,45708,0.87,0.02,100.0,1.0,46.5,0.67,69.34,1,6408.0,Low
S0008051,C0008051,Louis Dreyfus Company,Rice,Brazil,South America,2,Agriculture,65.57,72.15,77.78,46.77,0.8901,972.6,0.77,0.42,1,1,6,45233,0.88,0.042,78.23,0.85,87.78,0.13,91.42,1,5284.0,Low
S0001088,C0001088,Archer Daniels Midland,Wheat,USA,North America,1,Agriculture,72.46,62.41,92.3,62.66,0.8259,375.86,0.43,0.26,2,0,17,42340,0.95,0.028,45.84,0.4,75.73,0.53,83.7,2,6067.0,Moderate
S0008011,C0008011,Nestlé,Coffee Beans,Indonesia,Asia-Pacific,1,Food & Beverage,62.27,51.56,57.83,77.41,0.1654,1472.57,0.69,0.17,3,1,18,37101,0.98,0.03,53.15,0.2,80.34,0.2,66.52,2,3887.0,Moderate
S0002215,C0002215,Cargill,Soybeans,USA,North America,1,Agriculture,70.91,63.93,69.1,79.69,0.698,258.79,0.89,0.37,3,0,11,20788,0.92,0.047,100.0,1.35,79.73,0.34,76.97,0,4176.0,Low
S0000315,C0000315,Wilmar International,Sugar,Indonesia,Asia-Pacific,1,Agriculture,60.14,67.8,57.37,55.26,0.6263,497.93,0.62,0.66,0,0,37,30385,0.87,0.024,94.87,0.95,83.82,0.72,81.46,1,6164.0,Moderate
S0002695,C0002695,Nestlé,Coffee Beans,India,Asia-Pacific,3,Food & Beverage,68.72,73.36,72.99,59.81,0.7941,765.0,0.6,0.4,3,1,39,2336,1.0,0.018,40.2,0.63,72.6,0.42,76.57,1,585.0,Low
S0002142,C0002142,Yara International,Ammonia,Japan,Asia-Pacific,2,Chemicals,75.12,74.52,50.85,100.0,0.9627,1357.48,0.6,0.24,2,0,30,49802,0.91,0.021,82.72,0.96,46.77,0.46,58.95,2,717.0,Moderate
S0009137,C0009137,Archer Daniels Midland,Wheat,Japan,Asia-Pacific,3,Agriculture,73.42,78.16,84.77,57.33,0.3814,221.35,0.6,0.48,3,1,47,25376,0.92,0.03,58.05,0.66,91.36,0.53,66.24,0,1277.0,Low
S0001903,C0001903,Tata Steel,Iron Ore,China,Asia-Pacific,1,Metals,60.97,46.24,55.62,81.06,0.3685,780.21,0.67,0.22,0,0,44,1199,0.91,0.021,55.81,0.76,73.91,0.5,82.79,0,9448.0,Moderate
S0004288,C0004288,Archer Daniels Midland,Wheat,Japan,Asia-Pacific,1,Agriculture,70.99,71.92,63.29,77.77,0.7057,1097.89,0.67,0.35,2,1,36,49397,0.91,0.015,37.47,1.08,74.69,0.82,61.76,1,3789.0,Low
S0005853,C0005853,Samsung Electronics,LCD Panels,Malaysia,Asia-Pacific,2,Electronics,51.4,38.22,81.8,34.19,0.6213,726.72,0.73,0.25,3,1,41,45276,0.86,0.018,80.62,1.41,60.63,0.12,71.77,0,4063.0,Moderate
S0008614,C0008614,Tata Steel,Steel Billets,India,Asia-Pacific,3,Metals,63.83,58.62,70.27,62.61,0.9914,742.28,0.56,0.47,2,0,9,22596,0.85,0.007,87.82,1.22,64.0,0.16,42.1,0,4775.0,Moderate
S0007675,C0007675,Samsung Electronics,Semiconductors,India,Asia-Pacific,3,Electronics,53.93,68.61,25.79,67.4,0.017,701.52,0.34,0.53,2,0,27,14716,0.8,0.013,61.34,0.84,78.95,0.55,74.92,1,2943.0,Moderate
S0008581,C0008581,Samsung Electronics,LCD Panels,Japan,Asia-Pacific,2,Electronics,84.06,87.85,66.75,97.59,0.5907,190.75,0.5,0.45,2,0,10,32223,0.89,0.024,55.88,1.3,77.79,0.41,76.25,1,2924.0,Low
S0007249,C0007249,Yara International,Ammonia,USA,North America,1,Chemicals,51.54,36.38,53.33,64.92,0.5678,351.69,0.57,0.17,1,0,25,31244,0.94,0.036,63.98,2.04,66.55,0.72,50.75,3,6152.0,Moderate
S0007832,C0007832,Cargill,Cocoa,China,Asia-Pacific,2,Agriculture,70.0,63.57,71.59,74.84,0.4464,475.88,0.55,0.09,1,1,29,32634,0.96,0.006,41.93,0.8,70.98,0.51,86.63,1,7532.0,Low
S0001510,C0001510,Cargill,Soybeans,Malaysia,Asia-Pacific,2,Agriculture,64.35,64.83,64.62,63.61,0.1288,343.91,0.6,0.69,2,1,43,43439,0.93,0.028,48.36,0.83,61.2,0.5,60.44,0,4051.0,Moderate
S0000835,C0000835,Samsung Electronics,Semiconductors,India,Asia-Pacific,3,Electronics,55.87,30.89,71.09,65.62,0.3061,705.94,0.55,0.45,0,1,44,3501,0.9,0.03,72.92,1.28,74.89,0.81,78.41,0,4026.0,Moderate
S0000079,C0000079,Syngenta,Crop Protection Chemicals,India,Asia-Pacific,3,Chemicals,73.9,89.56,80.15,51.99,0.386,1301.83,0.94,0.0,2,1,15,40207,1.0,0.009,37.09,1.41,100.0,0.59,78.16,2,6067.0,Moderate
S0008954,C0008954,Bunge Limited,Soybeans,Indonesia,Asia-Pacific,2,Agriculture,64.42,59.2,75.07,58.98,0.0114,367.94,0.75,0.34,2,1,19,13078,0.88,0.042,100.0,1.18,75.08,0.62,77.44,2,8969.0,Moderate
S0007501,C0007501,Yara International,Ammonia,India,Asia-Pacific,3,Chemicals,57.11,63.17,50.15,58.01,0.699,414.72,0.73,0.17,2,0,5,22160,0.91,0.036,91.07,1.36,62.07,0.18,84.1,2,11290.0,Moderate
S0006200,C0006200,Louis Dreyfus Company,Rice,Malaysia,Asia-Pacific,1,Agriculture,49.23,55.04,47.64,45.0,0.8541,1210.23,0.6,0.51,1,0,46,49154,0.93,0.03,71.6,0.35,75.49,0.15,68.12,0,10000.0,Moderate
S0008040,C0008040,Louis Dreyfus Company,Wheat,Brazil,South America,3,Agriculture,60.69,68.0,55.82,58.25,0.8314,419.88,0.38,0.36,0,0,31,33727,0.9,0.025,59.24,0.57,82.2,0.77,53.22,0,3552.0,Moderate
S0009651,C0009651,Louis Dreyfus Company,Soybeans,Japan,Asia-Pacific,1,Agriculture,74.11,83.41,52.98,85.95,0.3595,860.54,0.51,0.29,0,1,33,20144,0.88,0.011,71.55,1.22,84.14,0.72,66.33,1,6067.0,Low
S0001307,C0001307,Wilmar International,Sugar,USA,North America,3,Agriculture,69.08,55.63,86.08,65.54,0.2724,607.43,0.45,0.39,3,1,45,42069,0.89,0.033,97.23,0.99,70.99,0.33,40.17,1,9951.0,Low
S0003026,C0003026,Cargill,Corn,Malaysia,Asia-Pacific,1,Agriculture,67.38,55.23,59.77,87.13,0.4319,1308.93,0.59,0.17,1,0,36,26811,0.87,0.032,61.87,1.32,83.56,0.68,72.51,1,3295.0,Low
S0004664,C0004664,Yara International,Ammonia,Japan,Asia-Pacific,3,Chemicals,63.37,73.54,54.05,62.51,0.9695,735.6,0.61,0.32,0,0,27,22606,0.91,0.027,100.0,0.77,83.33,0.83,80.96,1,1149.0,Moderate
S0008206,C0008206,Wilmar International,Sugar,China,Asia-Pacific,2,Agriculture,57.33,74.08,45.42,52.48,0.8632,1345.82,0.72,0.0,0,1,27,24991,0.85,0.017,35.7,1.31,77.22,0.36,64.71,1,9406.0,Moderate
S0005678,C0005678,Nestlé,Coffee Beans,Japan,Asia-Pacific,1,Food & Beverage,64.85,72.51,42.06,79.99,0.4098,738.49,0.55,0.3,1,1,9,28419,0.92,0.013,76.97,0.73,73.95,0.65,82.8,2,10461.0,Moderate
S0002551,C0002551,Samsung Electronics,LCD Panels,Malaysia,Asia-Pacific,1,Electronics,64.9,43.69,94.53,56.48,0.196,116.9,0.73,0.39,0,1,45,40701,0.82,0.015,54.65,0.73,77.81,0.51,78.03,0,1586.0,Moderate
S0002194,C0002194,Cargill,Corn,USA,North America,2,Agriculture,46.54,38.11,41.51,60.01,0.509,1278.28,0.65,0.2,0,0,44,25376,0.85,0.064,100.0,0.97,63.33,0.65,58.69,1,1220.0,Moderate
S0005516,C0005516,Yara International,Ammonia,India,Asia-Pacific,3,Chemicals,58.86,49.03,63.83,63.71,0.6631,1160.12,0.63,0.34,2,1,9,41187,0.99,0.042,54.61,1.2,84.18,0.62,77.76,3,1383.0,Moderate
S0000544,C0000544,Tata Steel,Steel Billets,Brazil,South America,3,Metals,42.9,53.32,36.1,39.29,0.381,1392.02,0.57,0.21,1,0,23,29913,0.91,0.018,71.45,0.54,72.26,0.88,94.3,1,2956.0,Moderate
S0000383,C0000383,Bunge Limited,Sunflower Seeds,USA,North America,3,Agriculture,64.96,58.11,74.19,62.59,0.0556,838.62,0.57,0.33,1,0,30,41499,0.8,0.045,75.98,0.69,100.0,0.76,48.36,0,5055.0,Moderate
S0003888,C0003888,Olam International,Cashew Nuts,USA,North America,2,Agriculture,71.04,53.87,90.02,69.23,0.061,917.0,0.6,0.07,3,1,11,36116,0.98,0.016,31.63,0.96,80.31,0.81,85.89,1,3936.0,Low
S0007314,C0007314,Olam International,Cocoa,Malaysia,Asia-Pacific,1,Agriculture,72.96,72.98,74.39,71.52,0.6874,1150.3,0.31,0.55,0,0,7,14481,0.88,0.037,46.47,1.31,68.46,0.33,70.39,3,381.0,Moderate
S0009342,C0009342,Archer Daniels Midland,Wheat,Malaysia,Asia-Pacific,2,Agriculture,53.56,84.32,30.07,46.29,0.4476,1263.3,0.47,0.39,3,0,26,41492,0.91,0.048,62.53,0.73,98.27,0.84,82.38,1,7829.0,Moderate
S0005620,C0005620,Bunge Limited,Soybeans,Indonesia,Asia-Pacific,3,Agriculture,62.13,74.13,67.44,44.81,0.899,1256.9,0.64,0.41,1,0,13,38176,0.94,0.019,54.48,0.46,44.93,0.32,66.82,2,7480.0,Moderate
S0001350,C0001350,Wilmar International,Sugar,Malaysia,Asia-Pacific,3,Agriculture,82.81,83.72,88.42,76.3,0.2092,318.88,0.62,0.5,1,0,48,43374,0.96,0.023,37.76,1.06,68.14,0.79,54.39,0,2357.0,Low
S0004105,C0004105,Syngenta,Crop Protection Chemicals,India,Asia-Pacific,1,Chemicals,75.87,63.48,77.33,86.8,0.0263,1084.63,0.64,0.52,3,1,22,1479,1.0,0.039,60.21,0.97,50.01,0.23,62.44,0,4044.0,Low
S0001395,C0001395,Cargill,Corn,Malaysia,Asia-Pacific,2,Agriculture,48.91,34.44,47.14,65.15,0.7602,618.56,0.20000000000000007,0.6,3,1,18,26111,0.87,0.023,81.34,1.37,67.0,0.16,63.13,0,1699.0,Moderate
S0000280,C0000280,Sime Darby Plantation,Palm Kernel,Malaysia,Asia-Pacific,3,Agriculture,69.22,65.53,63.52,78.61,0.7126,1476.38,0.45,0.6,3,1,15,27069,0.9,0.013,43.82,1.77,72.6,0.53,81.24,1,11290.0,Low
S0001779,C0001779,Sime Darby Plantation,Palm Oil,USA,North America,1,Agriculture,78.34,100.0,69.78,65.23,0.5251,314.65,0.59,0.42,0,0,15,26502,0.85,0.012,60.37,1.03,68.14,0.58,73.56,4,5334.0,Moderate
S0000061,C0000061,Syngenta,Seeds,Malaysia,Asia-Pacific,1,Agriculture,75.35,69.04,77.86,79.14,0.7552,279.98,0.83,0.33,1,1,19,13550,0.86,0.02,79.9,1.17,81.01,0.51,72.29,1,2464.0,Low
S0004667,C0004667,Wilmar International,Soybeans,India,Asia-Pacific,1,Agriculture,72.48,63.47,70.75,83.21,0.7355,299.49,0.69,0.82,2,0,21,17093,0.99,0.045,79.43,0.69,81.47,0.12,49.43,0,2959.0,Low
S0001642,C0001642,Foxconn,Printed Circuit Boards,Japan,Asia-Pacific,3,Electronics,62.93,72.11,59.95,56.73,0.7777,429.7,0.42,0.37,3,1,35,16463,0.96,0.044,94.33,0.76,86.76,0.68,57.24,1,4188.0,Moderate
S0006812,C0006812,Foxconn,Electronic Components,China,Asia-Pacific,3,Electronics,56.48,47.37,57.52,64.56,0.4301,1161.43,0.75,0.21,3,0,32,7852,0.87,0.027,66.51,1.35,83.94,0.64,88.21,1,4882.0,Moderate
S0001200,C0001200,Syngenta,Crop Protection Chemicals,Indonesia,Asia-Pacific,2,Chemicals,73.14,88.61,60.45,70.37,0.4043,527.22,0.62,0.42,1,0,16,13075,0.92,0.037,76.77,1.08,75.84,0.11,77.98,0,4299.0,Low
S0009015,C0009015,Cargill,Soybeans,China,Asia-Pacific,1,Agriculture,63.09,68.59,66.78,53.91,0.0908,1053.01,0.82,0.32,3,1,19,28979,0.86,0.024,61.41,0.63,71.77,0.17,43.29,2,6067.0,Moderate
S0006289,C0006289,Foxconn,Printed Circuit Boards,India,Asia-Pacific,2,Electronics,61.78,63.45,58.03,63.85,0.4412,893.58,0.64,0.11,0,0,27,26613,0.89,0.015,48.76,1.46,80.22,0.14,100.0,2,10346.0,Moderate
S0004296,C0004296,Sime Darby Plantation,Palm Fruits,Japan,Asia-Pacific,1,Agriculture,73.12,63.14,75.99,80.24,0.8404,930.93,0.51,0.39,0,0,39,44648,0.83,0.026,52.98,1.13,89.79,0.23,76.78,1,327.0,Moderate
S9000167,C9000167,Syngenta,Crop Protection Chemicals,Brazil,South America,1,Chemicals,49.95,60.105000000000004,40.15,63.1,0.5487,804.18,0.38,0.64,1,1,50,33985,0.9,0.035,78.42,0.64,88.95,0.18,73.16,0,6173.0,Moderate
S0006439,C0006439,Cargill,Corn,Indonesia,Asia-Pacific,1,Agriculture,62.58,71.36,49.21,63.61,0.1693,893.92,0.57,0.47,3,0,22,629,0.91,0.06,44.13,1.93,100.0,0.41,62.48,1,11777.0,Moderate
S0003283,C0003283,Louis Dreyfus Company,Soybeans,Indonesia,Asia-Pacific,2,Agriculture,75.5,75.1,96.04,55.36,0.9384,524.16,0.32,0.31,0,0,6,45408,0.97,0.02,67.98,0.9,100.0,0.66,74.42,0,7897.0,Low
S0002819,C0002819,Yara International,Ammonia,India,Asia-Pacific,3,Chemicals,81.85,55.27,91.34,98.93,0.4561,725.9,0.75,0.41,1,0,39,15832,0.95,0.038,55.53,0.41,74.69,0.45,61.91,0,11252.0,Low
S0005624,C0005624,Yara International,Fertilizers,Malaysia,Asia-Pacific,1,Chemicals,56.74,60.105000000000004,55.82,70.78,0.8911,720.4,0.66,0.31,3,0,22,49882,0.86,0.03,59.44,1.69,58.2,0.5,70.97,0,7070.0,Moderate
S0008821,C0008821,Samsung Electronics,LCD Panels,Indonesia,Asia-Pacific,2,Electronics,53.29,55.1,69.66,63.1,0.0269,780.21,0.64,0.43,3,0,35,8533,0.84,0.028,88.83,0.78,88.35,0.83,81.94,0,8458.0,Moderate
S0001280,C0001280,Cargill,Soybeans,Japan,Asia-Pacific,2,Agriculture,66.17,46.17,62.0,90.34,0.6153,204.77,0.49,0.42,0,0,8,44953,1.0,0.057,77.57,1.25,82.07,0.56,66.35,1,5655.0,Low
S0008361,C0008361,Louis Dreyfus Company,Soybeans,India,Asia-Pacific,1,Agriculture,67.61,73.29,59.63,69.9,0.0738,272.64,0.55,0.45,1,1,35,48200,0.91,0.009,69.88,1.0,80.28,0.63,63.87,2,7939.0,Moderate
S0003729,C0003729,Tata Steel,Steel Billets,Japan,Asia-Pacific,2,Metals,51.34,51.73,48.61,53.67,0.592,1098.75,0.39,0.52,1,1,40,3892,0.87,0.029,60.07,0.43,88.52,0.65,65.33,0,11046.0,Moderate
S0000313,C0000313,Cargill,Cocoa,Japan,Asia-Pacific,3,Agriculture,60.75,49.82,57.93,74.49,0.7133,657.44,0.58,0.23,3,0,39,42561,0.9,0.03,37.37,1.19,59.17,0.3,81.18,3,1012.0,Moderate
S0004273,C0004273,Sime Darby Plantation,Palm Oil,Malaysia,Asia-Pacific,2,Agriculture,78.97,70.0,87.24,79.66,0.4864,1396.0,0.82,0.29,1,0,44,35915,0.93,0.005,57.91,0.68,93.66,0.61,59.82,0,9151.0,Low
S0000480,C0000480,Archer Daniels Midland,Soybeans,Japan,Asia-Pacific,2,Agriculture,56.3,69.49,40.22,59.18,0.51,94.22,0.53,0.71,3,0,5,25376,0.79,0.035,86.56,1.28,86.81,0.26,81.17,0,10902.0,Moderate
S0002111,C0002111,Nestlé,Milk Powder,Indonesia,Asia-Pacific,3,Food & Beverage,62.51,53.04,56.9,77.58,0.9346,258.78,0.66,0.27,2,1,38,26104,0.92,0.05,53.4,0.47,58.73,0.19,82.54,2,8712.0,Moderate
S0004001,C0004001,Cargill,Soybeans,Brazil,South America,3,Agriculture,73.86,90.19,65.04,66.35,0.509,1478.19,0.56,0.47,2,0,13,21520,0.85,0.018,63.15,1.07,91.69,0.5,83.61,0,3860.0,Low
S0005096,C0005096,Foxconn,Electronic Components,Malaysia,Asia-Pacific,3,Electronics,70.88,95.97,38.05,78.62,0.331,1390.52,0.52,0.8,2,0,10,25036,0.86,0.035,70.69,1.28,46.16,0.43,78.07,2,6576.0,Moderate
S0000576,C0000576,Louis Dreyfus Company,Rice,Brazil,South America,3,Agriculture,74.7,54.4,100.0,69.7,0.792,1001.55,0.39,0.75,1,1,30,15134,0.7799999999999999,0.018,60.82,1.23,78.28,0.79,68.0,0,9710.0,Low
S0004933,C0004933,Nestlé,Milk Powder,Indonesia,Asia-Pacific,2,Food & Beverage,74.34,71.94,77.94,73.13,0.1863,286.63,0.63,0.45,2,0,20,25376,0.9,0.055,77.85,1.27,51.3,0.44,78.74,0,6696.0,Low
S0000259,C0000259,Syngenta,Seeds,Indonesia,Asia-Pacific,1,Agriculture,57.41,62.57,56.33,53.33,0.509,263.39,0.39,0.29,1,0,41,46409,0.89,0.014,69.09,1.19,71.8,0.23,73.83,2,1850.0,Moderate
S0004149,C0004149,Foxconn,Electronic Components,Brazil,South America,1,Electronics,67.41,62.32,47.33,92.57,0.9999,989.95,0.63,0.45,2,1,37,45446,0.9,0.03,88.65,0.72,43.85,0.43,66.76,0,7183.0,Low
S0003915,C0003915,Nestlé,Milk Powder,Indonesia,Asia-Pacific,2,Food & Beverage,71.24,79.95,61.55,72.22,0.2343,268.58,0.34,0.25,2,1,33,22345,0.89,0.025,84.58,1.44,65.67,0.5,61.82,2,8239.0,Moderate
S0001522,C0001522,Tata Steel,Steel Billets,Brazil,South America,3,Metals,50.48,36.49,59.38,55.56,0.3581,780.21,0.75,0.5,3,1,41,47634,0.91,0.01,72.01,0.2,87.64,0.25,73.1,0,9361.0,Moderate
S0001113,C0001113,Samsung Electronics,Semiconductors,India,Asia-Pacific,3,Electronics,59.17,58.99,63.6,54.93,0.4424,1374.01,0.63,0.27,1,0,35,48641,0.95,0.027,81.04,0.96,91.28,0.63,57.51,0,5481.0,Moderate
S0002445,C0002445,Tata Steel,Steel Billets,China,Asia-Pacific,1,Metals,77.12,92.49,85.95,52.91,0.9322,1462.26,0.43,0.61,1,1,49,3415,0.83,0.02,43.7,1.0,96.98,0.78,87.06,0,5805.0,Low
S0008872,C0008872,Nestlé,Cocoa,Malaysia,Asia-Pacific,3,Agriculture,66.37,41.77,86.56,70.78,0.1633,568.19,0.51,0.32,2,1,39,43606,0.95,0.017,49.2,1.14,100.0,0.79,76.66,3,11566.0,Moderate
