SC_ID,Year,Month,Country,Region,Industry_Sector,Supplier_Tier,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification
SC0007264,2022.0,MAR,SIERRA LEONE,SSA,Metals & Mining (Primary),2,53.89,46.57,59.85,61.61,0.4196,2.226,1.455,11.708,636.32,0.683,0.186,3,1,SA8000; FSSC 22000,20.0,4910.0,0.998,0.064,0.0,81.03,0.537,70.07,9047.36,1.634,0.541,6672.0,9613.0,2260.0,High
SC0007265,2020.0,JUL,INDONESIA,EAP,Metals & Mining (Primary),1,75.2,76.56,79.8,74.44,0.961,2.708,0.682,2.518,767.66,0.723,0.268,0,0,LEED,20.0,7328.0,0.806,0.0,1.0,97.19,0.014,60.62,13654.8,0.844,0.869,44696.0,12105.0,1.0,High
SC0007266,2020.0,OCT,IVORY COAST,SSA,Agriculture & Agribusiness,1,74.01,73.51,71.09,80.17,0.0005,2.719,0.93,0.833,321.63,0.622,0.063,2,0,ISO 9001,59.0,8528.0,0.85,0.018,3.0,86.2,0.233,71.88,23604.74,1.058,0.789,48432.0,15504.0,3510.0,Moderate
SC0007267,2021.0,OCT,THAILAND,EAP,Thailand,1,85.46,79.66,88.44,84.99,0.1807,2.539,0.701,3.062,68.26,0.632,0.181,3,1,BRCGS,47.0,17832.0,0.882,0.073,0.0,84.5,0.724,71.52,10218.84,1.15,0.972,9562.0,11869.0,5364.0,Moderate
SC0007268,2020.0,DEC,UNITED ARAB EMIRATES,MENA-AP,"Oil, Gas & Refining",1,78.67,77.44,88.43,75.76,0.4855,2.355,1.453,6.22,323.51,0.314,0.439,2,0,Fairtrade; ISO 14001,43.0,5336.0,0.707,0.047,0.0,93.34,0.498,70.06,22411.93,0.85,1.16,55299.0,1034.0,1325.0,High
SC0007269,2022.0,NOV,AZERBAIJAN,ECA,"Oil, Gas & Refining",1,53.49,48.89,55.93,58.14,0.9842,2.052,1.98,12.953,368.74,0.325,0.179,1,1,ISO 9001,54.0,13130.0,0.839,0.0,1.0,74.28,0.122,91.17,25458.19,0.909,0.66,20292.0,14376.0,2740.0,High
SC0007270,2019.0,APR,CHILE,LAC,Metals & Mining (Primary),1,76.25,78.15,69.61,84.42,0.4113,3.425,0.82,5.845,56.61,0.619,0.744,2,1,ISO 14001,17.0,19933.0,0.888,0.095,0.0,94.53,0.359,99.0,7412.58,1.018,1.078,8421.0,3275.0,4917.0,High
SC0007271,2024.0,DEC,KENYA,SSA,Agriculture & Agribusiness,2,66.59,60.28,76.85,64.89,0.0253,1.733,0.983,2.374,145.06,0.522,0.221,1,1,FSSC 22000,37.0,655.0,0.892,0.041,2.0,85.92,0.052,91.93,1458.77,1.089,0.968,52774.0,11123.0,2826.0,High
SC0007272,2020.0,JUN,JAPAN,EAP,Chemicals & Petrochemicals,1,56.7,59.33,60.75,51.42,0.1119,2.745,1.551,2.253,204.76,0.033,0.328,2,1,LEED,29.0,9283.0,0.701,0.035,1.0,83.32,0.075,76.49,18771.33,1.022,1.053,20805.0,12321.0,4270.0,High
SC0007273,2021.0,JUN,NIGERIA,SSA,"Oil, Gas & Refining",1,68.29,66.08,73.6,65.87,0.6363,1.353,1.086,5.373,586.25,0.454,0.355,2,1,FSSC 22000; SA8000,32.0,10.0,0.96,0.053,0.0,82.31,0.122,66.81,13606.23,1.069,0.797,7589.0,14509.0,1188.0,High
SC0007274,2023.0,JAN,INDIA,SA,Automotive & Transportation,1,57.09,65.16,53.88,56.11,0.0861,1.625,0.843,1.567,84.05,0.487,0.448,2,1,BRCGS,28.0,15083.0,0.88,0.04,0.0,80.42,0.329,87.51,14957.67,0.913,1.155,40706.0,11773.0,597.0,Moderate
SC0007275,2024.0,JUN,TURKEY,ECA,Automotive & Transportation,1,84.43,85.43,81.0,84.48,0.1406,3.21,0.744,4.599,132.9,0.575,0.045,2,1,SA8000,30.0,10667.0,0.915,0.092,0.0,70.38,0.148,67.64,7719.69,0.993,0.498,33058.0,22997.0,1952.0,Moderate
SC0007276,2020.0,OCT,SAUDI ARABIA,MENA-AP,"Oil, Gas & Refining",1,60.22,59.25,61.13,62.1,0.207,5.618,0.413,4.195,362.03,0.671,0.507,2,0,BRCGS,32.0,12823.0,0.784,0.003,0.0,94.81,0.166,84.46,1719.18,1.168,1.036,37043.0,8802.0,1440.0,Moderate
SC0007277,2024.0,SEP,AFGHANISTAN,MENA-AP,Agriculture & Agribusiness,2,65.7,67.54,72.4,58.96,0.0733,0.98,0.377,1.102,194.19,0.552,0.418,2,1,ISO 9001,7.0,8058.0,0.847,0.067,0.0,89.78,0.751,58.49,20279.06,1.013,0.911,1.0,4329.0,1879.0,Moderate
SC0007278,2024.0,FEB,CHINA,EAP,"Electronics, Semiconductors & Technology",1,73.31,62.96,83.89,65.21,0.2025,1.295,0.468,1.303,156.75,0.506,0.483,2,0,SA8000; ISO 14001,22.0,26988.0,0.795,0.078,2.0,72.73,0.245,80.11,17094.39,2.069,0.897,21231.0,16125.0,5064.0,High
SC0007279,2024.0,MAR,JAMAICA,LAC,Food & Beverage Processing,2,72.06,75.39,74.51,58.62,0.0005,0.994,1.156,2.712,171.6,0.637,0.866,2,1,ISO 9001,26.0,8754.0,0.929,0.06,0.0,73.8,0.565,75.35,6888.54,0.677,1.001,77384.0,3.0,3218.0,Moderate
SC0007280,2024.0,JUN,INDIA,SA,"Consumer Goods, Retail & Logistics",1,62.45,68.05,55.1,63.39,0.0314,3.453,1.183,2.325,197.69,0.2,0.253,2,0,BRCGS,37.0,19649.0,0.826,0.086,0.0,70.87,0.391,82.22,12291.82,1.142,1.236,40944.0,7017.0,267.0,Moderate
SC0007281,2025.0,SEP,EGYPT,MENA-AP,Industrial Manufacturing & Construction,2,74.74,66.5,77.33,76.94,0.1158,1.975,0.595,2.506,221.94,0.715,0.033,3,1,ISO 9001,30.0,9774.0,0.867,0.011,1.0,81.17,0.055,79.6,18081.46,1.179,1.69,49575.0,17799.0,4823.0,Moderate
SC0007282,2024.0,APR,MOZAMBIQUE,SSA,Steel & Metallurgical,1,34.57,36.14,46.14,47.64,1.5297,9.238,2.691,10.422,249.69,0.673,0.324,1,0,BRCGS,41.0,3838.0,0.426,0.065,2.0,85.25,0.376,44.95,33730.36,0.942,1.173,60176.0,10959.0,1446.0,High
SC0007283,2021.0,SEP,COLOMBIA,LAC,Food & Beverage Processing,1,59.78,66.67,56.08,61.57,0.0953,1.389,0.021,1.588,315.68,0.427,0.219,2,0,ISO 9001,19.0,17190.0,0.779,0.067,0.0,69.57,0.401,69.78,21296.37,1.168,1.134,31193.0,15712.0,2250.0,High
SC0007284,2019.0,JUL,AFGHANISTAN,SA,Agriculture & Agribusiness,2,54.66,70.8,74.26,65.56,0.0644,0.757,0.621,3.23,261.77,0.55,0.39,1,0,BRCGS,7.0,5657.0,0.352,0.062,1.0,70.6,0.377,23.44,69215.66,0.948,1.179,25184.0,19547.0,375.0,High
SC0007285,2021.0,APR,SENEGAL,SSA,Agriculture & Agribusiness,2,77.01,86.39,67.22,79.0,0.0451,1.814,1.0,3.207,190.08,0.348,0.723,2,1,RSPO; Fairtrade,25.0,9078.0,0.791,0.132,1.0,82.13,0.523,73.72,13343.24,0.962,1.133,74589.0,10632.0,2098.0,High
SC0007286,2022.0,OCT,INDONESIA,EAP,Agriculture & Agribusiness,1,78.93,82.94,71.38,78.89,0.0769,0.991,0.426,2.784,320.76,0.505,0.236,2,0,BRCGS,36.0,8794.0,0.652,0.038,0.0,60.78,0.291,81.38,25194.47,1.637,1.664,60589.0,14663.0,2941.0,Moderate
SC0007287,2023.0,JAN,QATAR,MENA-AP,"Oil, Gas & Refining",1,80.99,82.48,79.1,82.38,0.2986,1.585,0.01,5.52,487.84,0.606,0.0,2,0,BRCGS,40.0,18755.0,0.771,0.023,3.0,75.89,0.62,66.72,8971.07,1.452,2.337,14950.0,12172.0,1.0,High
SC0007288,2019.0,MAY,ISRAEL,MENA-AP,Pharmaceuticals & Healthcare,1,75.98,74.12,73.58,79.56,0.1233,3.292,0.325,2.514,24.5,0.433,0.215,3,1,BRCGS,34.0,14282.0,0.772,0.049,1.0,94.15,0.279,59.01,23510.6,0.813,1.021,45055.0,18021.0,1.0,Moderate
SC0007289,2024.0,JUL,JAMAICA,LAC,Food & Beverage Processing,2,64.73,63.68,67.14,64.17,0.1967,2.484,0.755,4.406,137.65,0.474,0.349,1,1,LEED,1.0,14107.0,0.898,0.073,1.0,73.63,0.473,54.6,5928.57,0.735,0.894,27395.0,12980.0,2813.0,High
SC0007290,2020.0,APR,QATAR,MENA-AP,Chemicals & Petrochemicals,1,69.25,71.29,72.77,68.3,0.9008,4.834,0.809,3.932,576.29,0.572,0.786,3,1,ISO 14001,29.0,9572.0,0.672,0.0,1.0,87.17,0.526,71.39,18634.78,1.228,0.848,41416.0,2235.0,3050.0,High
SC0007291,2020.0,MAR,MALAYSIA,EAP,Agriculture & Agribusiness,1,52.7,50.11,61.42,40.9,0.0591,0.578,0.296,2.066,96.78,1.0,0.745,3,1,Fairtrade; BRCGS,1.0,8774.0,0.598,0.051,0.0,85.74,0.096,99.0,5597.18,0.947,1.09,18994.0,19992.0,2755.0,Moderate
SC0007292,2021.0,APR,HUNGARY,ECA,Pharmaceuticals & Healthcare,1,58.32,55.72,51.6,66.8,0.1523,2.025,0.221,2.953,161.62,0.367,0.519,2,0,BRCGS,29.0,17055.0,0.881,0.053,0.0,85.73,0.116,99.0,16978.94,1.127,0.92,2229.0,3759.0,3838.0,Moderate
SC0007293,2021.0,FEB,IVORY COAST,SSA,Agriculture & Agribusiness,1,38.55,84.17,88.13,72.53,0.142,5.454,0.962,4.202,209.45,0.567,0.0,1,0,BRCGS,50.0,5200.0,0.282,0.019,4.0,71.7,0.365,28.03,65646.26,0.896,0.991,39810.0,9162.0,1356.0,High
SC0007294,2022.0,AUG,JAPAN,EAP,"Electronics, Semiconductors & Technology",1,82.44,76.64,84.01,85.21,0.1932,2.085,1.38,2.969,185.94,0.494,0.063,2,1,RSPO,42.0,10092.0,0.804,0.035,0.0,86.42,0.545,52.31,10411.34,1.003,1.28,23381.0,10059.0,4307.0,Moderate
SC0007295,2019.0,MAY,INDIA,SA,Steel & Metallurgical,1,90.89,96.23,78.79,99.78,0.5809,5.953,2.497,9.102,627.85,0.536,0.198,2,1,LEED,28.0,24956.0,0.886,0.01,1.0,93.61,0.086,87.6,16976.95,0.996,0.812,7407.0,7343.0,828.0,Moderate
SC0007296,2022.0,JUL,CHILE,LAC,Metals & Mining (Primary),1,71.92,67.82,77.76,70.19,0.5943,2.303,2.383,13.632,318.83,0.715,0.0,2,1,BRCGS,29.0,9271.0,0.99,0.032,0.0,88.34,0.648,61.94,34165.33,1.175,1.107,47011.0,22009.0,3945.0,High
SC0007297,2021.0,JUN,FRANCE,ECA,"Electronics, Semiconductors & Technology",1,49.72,48.87,55.67,43.37,0.0873,1.053,0.698,4.311,210.84,0.703,0.235,1,1,ISO 9001,25.0,11182.0,0.873,0.092,0.0,74.82,0.223,62.51,9609.85,0.846,0.792,38760.0,12050.0,2065.0,High
SC0007298,2024.0,MAR,SOUTH KOREA,EAP,Chemicals & Petrochemicals,1,75.83,76.36,81.99,67.13,0.1019,1.928,0.924,2.154,137.59,0.896,0.25,3,1,ISO 14001,33.0,5641.0,0.677,0.083,1.0,94.78,0.668,63.04,11286.28,1.145,1.173,14651.0,14207.0,3255.0,Moderate
SC0007299,2022.0,MAR,BANGLADESH,SA,"Consumer Goods, Retail & Logistics",2,79.09,74.58,89.93,74.46,0.0539,2.053,1.128,1.613,190.67,0.5,0.151,0,1,FSSC 22000,42.0,11727.0,0.852,0.109,0.0,92.08,0.478,55.17,6836.46,0.894,1.108,59427.0,12417.0,633.0,Moderate
SC0007300,2023.0,APR,TURKEY,ECA,Automotive & Transportation,1,52.19,50.8,54.81,49.78,0.0236,0.965,1.231,2.514,13.7,0.487,0.364,3,0,ISO 9001,29.0,10646.0,0.833,0.032,0.0,86.67,0.258,69.48,18957.33,1.082,1.241,83230.0,5843.0,1132.0,Moderate
SC0007301,2025.0,MAR,KENYA,SSA,Agriculture & Agribusiness,2,73.55,73.6,77.86,68.11,0.1894,2.141,0.924,2.511,139.64,0.749,0.315,2,1,BRCGS,32.0,15891.0,0.916,0.103,2.0,82.3,0.093,57.65,24663.84,0.675,1.482,27783.0,8932.0,2451.0,High
SC0007302,2025.0,FEB,INDONESIA,EAP,Agriculture & Agribusiness,1,54.95,50.84,62.5,55.8,0.1209,1.336,0.855,2.215,153.59,0.654,0.258,1,1,BRCGS,11.0,15003.0,0.697,0.079,1.0,100.0,0.313,70.83,26414.54,0.924,1.098,30912.0,8597.0,3528.0,High
SC0007303,2022.0,APR,IRAQ,MENA-AP,"Oil, Gas & Refining",1,49.8,48.69,45.28,50.28,0.8125,7.371,2.443,3.376,76.2,0.501,0.575,2,1,RSPO,22.0,21085.0,0.825,0.0,3.0,73.06,0.042,73.64,8214.46,0.985,1.145,22467.0,21681.0,5643.0,High
SC0007304,2022.0,FEB,GUINEA,SSA,Metals & Mining (Primary),1,64.25,54.95,72.72,62.94,0.0639,1.883,0.727,4.068,51.75,0.298,0.286,2,1,ISO 14001; RSPO; BRCGS,34.0,14786.0,0.874,0.021,1.0,79.45,0.187,59.23,5142.06,0.658,0.918,1.0,11775.0,6012.0,Moderate
SC0007305,2022.0,MAY,IRAN,MENA-AP,Chemicals & Petrochemicals,1,67.25,65.03,73.05,66.87,0.0579,3.814,0.933,4.074,525.28,0.659,0.517,2,1,BRCGS,4.0,11891.0,0.545,0.064,0.0,69.19,0.22,68.82,32737.21,1.604,1.367,39557.0,18412.0,1454.0,High
SC0007306,2023.0,FEB,KAZAKHSTAN,ECA,"Oil, Gas & Refining",1,73.96,69.69,81.7,69.34,1.02,1.197,2.218,7.012,112.61,0.148,0.0,2,1,BRCGS,31.0,23203.0,0.545,0.008,1.0,77.08,0.457,74.15,19764.36,1.176,1.445,41741.0,17793.0,1636.0,High
SC0007307,2023.0,AUG,BRAZIL,LAC,Energy & Utilities,1,64.32,65.77,56.45,66.07,0.071,2.256,1.203,3.432,111.53,0.654,0.561,1,1,Fairtrade,4.0,10.0,0.941,0.034,0.0,86.94,0.118,98.26,12979.21,1.526,0.744,38430.0,12221.0,3222.0,Moderate
SC0007308,2023.0,NOV,SINGAPORE,EAP,"Consumer Goods, Retail & Logistics",1,55.23,50.75,62.89,52.6,0.1389,1.464,0.164,3.724,148.03,0.718,0.877,3,0,FSSC 22000,45.0,22105.0,0.895,0.049,1.0,88.0,0.15,59.33,10012.84,1.237,0.911,29556.0,10672.0,779.0,Moderate
SC0007309,2024.0,SEP,OMAN,MENA-AP,"Consumer Goods, Retail & Logistics",2,34.04,70.53,65.6,72.24,0.2047,3.764,1.296,3.97,109.51,0.709,0.405,1,0,BRCGS,32.0,12106.0,0.533,0.089,1.0,78.11,0.131,34.84,23750.95,0.384,1.209,54717.0,8997.0,2942.0,High
SC0007310,2020.0,MAY,MALAYSIA,EAP,Metals & Mining (Primary),1,66.73,77.12,55.52,62.71,0.7977,5.25,2.659,9.77,398.53,0.53,0.784,3,1,ISO 9001; FSSC 22000,23.0,8.0,0.634,0.066,0.0,75.89,0.539,72.04,19480.03,0.799,1.278,33345.0,12515.0,4012.0,High
SC0007311,2024.0,SEP,SOUTH AFRICA,SSA,Metals & Mining (Primary),1,64.94,55.24,72.25,66.62,0.1583,1.33,1.511,1.772,134.68,0.695,0.0,2,1,BRCGS,26.0,4114.0,0.866,0.023,0.0,88.75,0.345,52.77,24963.3,1.188,1.453,45523.0,15851.0,2653.0,Moderate
SC0007312,2022.0,OCT,ZAMBIA,SSA,Metals & Mining (Primary),1,74.25,71.86,71.36,76.16,0.0706,1.276,0.508,1.963,136.48,0.845,0.395,2,0,ISO 9001,7.0,17505.0,0.912,0.091,0.0,80.16,0.508,64.7,17612.21,1.059,0.413,71845.0,12764.0,765.0,Moderate
SC0007313,2025.0,FEB,IRAN,MENA-AP,Chemicals & Petrochemicals,1,66.65,67.82,67.41,63.85,0.2744,2.196,2.09,5.484,312.44,0.54,0.574,2,1,Fairtrade; LEED,53.0,5179.0,0.876,0.098,0.0,90.77,0.229,91.09,2025.67,1.351,0.976,27689.0,6971.0,6619.0,Moderate
SC0007314,2023.0,AUG,ETHIOPIA,SSA,Agriculture & Agribusiness,1,62.81,61.57,64.95,63.46,0.0837,1.179,0.632,1.795,157.18,0.689,0.396,2,1,RSPO,48.0,6249.0,0.855,0.022,1.0,64.08,0.749,82.4,13416.9,0.655,0.997,62251.0,11320.0,4038.0,Moderate
SC0007315,2019.0,JUL,INDIA,SA,"Consumer Goods, Retail & Logistics",2,86.41,89.98,80.2,92.98,0.0812,2.606,1.235,2.118,218.56,0.772,0.444,2,1,RSPO,26.0,22428.0,0.857,0.053,1.0,93.67,0.496,65.01,27160.49,1.405,0.898,5682.0,9383.0,2184.0,Moderate
SC0007316,2025.0,JUL,EGYPT,MENA-AP,"Oil, Gas & Refining",1,91.48,86.25,86.51,95.23,0.6949,0.046,0.01,7.92,407.98,0.305,0.754,2,0,Fairtrade; FSSC 22000,23.0,20606.0,0.667,0.036,1.0,82.86,0.759,78.21,12720.1,1.37,1.197,13294.0,19293.0,6727.0,High
SC0007317,2024.0,MAR,ALGERIA,MENA-AP,"Oil, Gas & Refining",1,77.1,79.89,67.86,82.48,0.7512,4.025,0.755,7.827,481.1,0.35,0.086,1,1,RSPO; LEED,38.0,7229.0,0.61,0.092,1.0,80.46,0.645,77.98,8973.44,1.453,1.906,25268.0,20362.0,4699.0,High
SC0007318,2025.0,MAY,DOMINICAN REPUBLIC,LAC,Agriculture & Agribusiness,2,75.08,78.33,79.06,71.75,0.0722,0.841,0.439,2.251,189.54,0.279,0.064,2,1,BRCGS,43.0,12664.0,0.957,0.009,0.0,75.49,0.103,79.93,7420.84,1.073,1.063,73491.0,20663.0,2007.0,Moderate
SC0007319,2024.0,JUL,GUINEA,SSA,Metals & Mining (Primary),1,65.61,61.07,62.04,74.87,0.0917,1.184,0.93,2.58,305.69,0.696,0.51,1,1,BRCGS,24.0,12363.0,0.813,0.071,0.0,77.35,0.178,68.49,15426.82,0.951,1.249,17433.0,14047.0,2089.0,Moderate
SC0007320,2024.0,NOV,JORDAN,MENA-AP,Fertilizers,1,77.86,72.31,83.07,85.39,0.1301,1.307,0.565,2.309,187.0,0.558,0.638,2,1,LEED,53.0,22365.0,0.913,0.075,1.0,95.02,0.392,66.56,12526.26,1.047,0.876,28943.0,5993.0,6957.0,Moderate
SC0007321,2024.0,OCT,TURKEY,ECA,Steel & Metallurgical,1,72.18,68.18,68.1,74.72,0.6255,1.34,3.403,14.546,576.24,0.663,0.748,2,0,BRCGS; FSSC 22000,4.0,5295.0,0.906,0.092,0.0,89.66,0.335,83.14,7959.4,0.997,1.065,36105.0,8444.0,2992.0,High
SC0007322,2025.0,JAN,INDIA,SA,Metals & Mining (Primary),1,63.07,65.18,62.7,60.51,0.1179,2.203,0.791,11.071,395.47,0.454,0.322,3,1,ISO 9001; RSPO; SA8000,35.0,20881.0,0.794,0.0,0.0,80.49,0.404,62.63,12959.85,1.013,1.078,15709.0,12917.0,2739.0,Moderate
SC0007323,2022.0,NOV,PAKISTAN,MENA-AP,Fertilizers,1,53.22,52.92,59.79,51.49,0.0947,0.902,0.734,2.37,176.0,0.61,0.103,2,1,Fairtrade; FSSC 22000,43.0,5908.0,0.805,0.044,0.0,81.55,0.666,68.18,11813.8,1.177,1.207,37311.0,10858.0,5179.0,High
SC0007324,2022.0,AUG,ARGENTINA,LAC,Agriculture & Agribusiness,1,71.95,63.57,75.94,78.7,0.0807,0.225,0.128,4.601,27.35,0.356,0.0,2,0,BRCGS,23.0,11308.0,0.916,0.096,1.0,73.66,0.543,80.29,1418.49,0.625,1.072,4053.0,8996.0,4438.0,High
SC0007325,2021.0,MAR,JAPAN,EAP,"Electronics, Semiconductors & Technology",1,71.56,63.02,85.14,65.32,0.2267,1.602,1.186,3.951,57.67,0.581,0.316,2,0,BRCGS,5.0,11077.0,0.828,0.039,1.0,92.44,0.042,73.98,28318.47,0.893,1.544,48381.0,1.0,2467.0,Moderate
SC0007326,2022.0,DEC,CHINA,EAP,"Electronics, Semiconductors & Technology",1,65.36,65.72,65.02,63.22,0.12,1.65,0.333,2.902,37.33,0.854,0.714,3,1,BRCGS,5.0,11212.0,0.97,0.002,1.0,99.6,0.683,71.81,15933.13,1.566,0.699,23448.0,15262.0,4139.0,Moderate
SC0007327,2023.0,FEB,SOUTH AFRICA,SSA,Industrial Manufacturing & Construction,2,73.09,69.58,78.47,76.37,0.0697,1.245,1.362,2.434,61.23,0.603,0.777,1,1,FSSC 22000,50.0,7740.0,0.898,0.035,0.0,67.33,0.476,77.15,19064.17,1.15,0.836,51260.0,9918.0,759.0,Moderate
SC0007328,2023.0,JUN,SOUTH AFRICA,SSA,Industrial Manufacturing & Construction,2,70.8,70.68,77.85,67.07,0.1232,1.022,0.485,1.57,71.59,0.546,0.626,2,1,Fairtrade; SA8000; RSPO,13.0,11564.0,0.772,0.034,0.0,70.21,0.106,63.87,22123.97,1.003,1.498,59831.0,13895.0,3826.0,Moderate
SC0007329,2022.0,MAY,SOUTH AFRICA,SSA,Metals & Mining (Primary),1,84.13,88.74,81.25,86.73,1.034,4.865,2.984,10.006,66.37,0.634,0.305,3,1,FSSC 22000; Fairtrade,15.0,11051.0,0.918,0.051,1.0,96.0,0.399,85.01,10260.03,1.24,1.189,36553.0,1960.0,2313.0,High
SC0007330,2019.0,MAR,DEMOCRATIC REPUBLIC OF THE CONGO,SSA,Metals & Mining (Primary),1,68.16,68.51,67.09,66.67,0.9258,6.699,3.675,5.848,653.09,0.507,0.711,2,1,BRCGS,27.0,12067.0,0.897,0.0,0.0,93.69,0.213,75.7,3646.22,1.059,1.188,1.0,11483.0,4047.0,High
SC0007331,2025.0,MAR,INDONESIA,EAP,1,1,74.02,68.4,76.68,76.69,0.2164,3.914,1.124,2.732,277.41,0.491,0.621,2,1,FSSC 22000,54.0,23354.0,0.82,0.004,1.0,81.05,0.808,64.08,14744.05,1.192,0.91,67424.0,17501.0,4605.0,Moderate
SC0007332,2019.0,JUN,PERU,LAC,Metals & Mining (Primary),1,60.03,54.85,63.44,56.31,0.4593,6.368,3.175,5.869,684.61,0.477,0.414,2,0,RSPO,24.0,20439.0,0.988,0.069,1.0,83.07,0.412,83.07,23165.07,1.167,1.12,19968.0,5616.0,3307.0,High
SC0007333,2025.0,MAR,URUGUAY,LAC,"Oil, Gas & Refining",1,65.89,67.23,67.92,67.28,0.3193,4.701,2.496,7.735,354.24,0.835,0.171,2,1,ISO 9001,45.0,15327.0,0.642,0.01,1.0,81.61,0.054,71.91,20348.87,1.35,1.212,28182.0,4061.0,5519.0,High
SC0007334,2023.0,AUG,ISRAEL,MENA-AP,Pharmaceuticals & Healthcare,1,66.76,67.14,68.69,62.0,0.1261,2.851,0.574,1.462,170.99,0.149,0.121,3,1,BRCGS,22.0,26727.0,0.806,0.032,0.0,96.79,0.588,94.96,13955.53,0.712,1.21,76033.0,7526.0,4865.0,Moderate
SC0007335,2024.0,MAY,AFGHANISTAN,SA,Agriculture & Agribusiness,2,65.87,64.28,68.35,66.28,0.0707,1.064,0.404,1.225,65.82,0.691,0.551,1,1,ISO 14001,45.0,7937.0,0.862,0.017,0.0,81.45,0.105,94.6,15991.8,1.121,1.04,42785.0,5234.0,4717.0,Moderate
SC0007336,2025.0,AUG,COLOMBIA,LAC,Metals & Mining (Primary),1,80.15,85.46,74.06,78.69,0.1395,2.071,1.335,3.294,163.23,0.686,0.862,2,1,ISO 14001; LEED,20.0,6353.0,0.845,0.025,0.0,81.76,0.499,37.54,12691.77,0.824,0.783,60257.0,15074.0,6426.0,Moderate
SC0007337,2020.0,APR,MOROCCO,MENA-AP,Fertilizers,1,57.25,58.99,49.06,63.09,0.1759,2.17,0.566,3.441,225.27,0.532,0.49,3,1,BRCGS,46.0,6926.0,0.588,0.095,0.0,83.78,0.672,78.64,26691.43,0.541,0.712,20237.0,7823.0,3248.0,High
SC0007338,2025.0,JAN,SRI LANKA,SA,Agriculture & Agribusiness,1,62.99,57.97,64.73,68.44,0.0112,1.594,0.771,1.56,150.79,0.569,0.593,2,1,ISO 9001,2.0,7208.0,1.0,0.031,0.0,84.85,0.329,71.5,17337.62,0.789,0.91,17745.0,16146.0,6407.0,Moderate
SC0007339,2022.0,JUN,PERU,LAC,"Consumer Goods, Retail & Logistics",1,55.19,53.42,54.36,54.13,1.1671,4.072,2.328,5.31,361.12,0.628,0.266,2,1,Fairtrade; ISO 9001; RSPO,16.0,14166.0,0.896,0.06,0.0,83.33,0.27,65.77,29917.55,1.075,1.26,8603.0,17565.0,2591.0,High
SC0007340,2024.0,OCT,ETHIOPIA,SSA,Agriculture & Agribusiness,1,62.18,65.0,60.97,64.16,0.0677,1.0,0.402,3.096,191.05,0.329,0.873,3,1,BRCGS,38.0,2061.0,0.907,0.031,1.0,87.18,0.594,71.66,14918.82,1.355,1.089,55469.0,11613.0,3690.0,Moderate
SC0007341,2023.0,AUG,CZECH REPUBLIC,ECA,Energy & Utilities,1,50.21,47.07,53.79,54.03,0.0362,1.635,0.567,1.577,221.95,0.543,0.558,2,1,ISO 14001,12.0,8405.0,0.855,0.021,0.0,78.7,0.45,81.97,18482.32,0.68,0.835,19050.0,12405.0,3590.0,Moderate
SC0007342,2021.0,SEP,PAKISTAN,MENA-AP,"Oil, Gas & Refining",1,31.88,70.34,63.55,76.6,0.4307,5.078,0.016,3.729,175.82,0.926,0.276,1,0,BRCGS,18.0,10701.0,0.266,0.0,1.0,81.96,0.117,35.15,44675.5,0.847,1.156,50168.0,1.0,5566.0,High
SC0007343,2025.0,AUG,BRAZIL,LAC,Metals & Mining (Primary),1,78.54,79.75,75.23,78.46,0.5524,2.066,2.044,4.204,559.57,0.333,0.538,2,1,ISO 9001,10.0,12947.0,0.751,0.0,0.0,79.19,0.236,59.19,7696.95,1.189,0.78,45950.0,20518.0,1495.0,Moderate
SC0007344,2025.0,JAN,SEYCHELLES,SSA,Food & Beverage Processing,2,59.58,58.6,61.63,58.46,0.134,1.816,1.089,1.948,21.75,0.602,0.248,2,1,ISO 9001; RSPO,25.0,22431.0,0.92,0.079,0.0,74.56,0.171,73.24,12443.91,1.288,0.922,29399.0,13347.0,938.0,Moderate
SC0007345,2019.0,DEC,QATAR,MENA-AP,"Oil, Gas & Refining",1,74.03,77.84,79.84,62.69,0.0564,1.709,0.992,2.776,54.95,0.394,0.466,0,1,BRCGS,13.0,12584.0,0.888,0.063,0.0,85.78,0.248,61.82,13789.7,0.889,0.709,1.0,4556.0,2047.0,Moderate
SC0007346,2025.0,JUL,ALGERIA,MENA-AP,"Consumer Goods, Retail & Logistics",2,67.185,72.55,65.48,78.09,0.0452,1.555,0.599,0.824,125.75,0.454,0.41,1,1,RSPO,19.0,14955.0,0.624,0.042,0.0,88.66,0.237,70.7,14340.45,1.187,1.24,38137.0,10300.0,3812.0,Moderate
