SC_ID,Supplier_Name,Commodity_Name,Year,Month,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification,Emission_to_Capacity_Ratio,Operational_Reliability_Index,LeadTime_Capacity_Ratio,Green_Efficiency_Score,Resilience_Score,Sustainability_Risk_Index,ESG_Compliance_Composite,Social_Responsibility_Score,Regional_Risk_Index,Emission_Per_Dollar,Emission_Votality,GHG_Type_Dominance_Score
SC0000304,ARCELORMITTAL TEMIRTAU,Steel and iron ore,2019.0,NOV,KAZAKHSTAN,ECA,1,Steel & Metallurgical,78.41,75.1,81.62,73.59,1.1239,5.063,1.961,6.933,519.39,0.58,0.0,2,1,ISO 9001,8.0,12490.0,0.996,0.068,0.0,88.42,0.741,51.96,15908.45,0.726,0.731,61955.0,2234.0,792.0,High,8.998398718975179e-05,0.928272,0.0006405124099279424,0.29,0.32155342080000004,54.87733333333333,73.71266666666668,85.63,58.56135266628837,1.5480716253443525,0.7929401914011606,0.49673998710324563
SC0000305,DBL GROUP (BANGLADESH),"Textile manufacturing (knitwear, garments)",2022.0,AUG,BANGLADESH,SA,2,"Consumer Goods, Retail & Logistics",64.67,60.18,64.9,65.38,0.1045,2.792,0.439,3.109,175.77,0.606,0.044,3,1,ISO 14001; BRCGS,20.0,5503.0,0.825,0.0,0.0,83.05,0.068,71.73,21468.82,0.99,0.85,48048.0,22291.0,2402.0,Moderate,1.898964201344721e-05,0.825,0.0036343812465927674,0.325,0.5917725,29.828,78.802,63.81000000000001,3.6514507742088966,0.10555555555555556,0.13314333923730576,0.49037854889589905
SC0000306,MALDIVES INDUSTRIAL FISHERIES COMPANY (MIFCO),"Frozen tuna, tuna loins, canned tuna",2019.0,APR,MALDIVES,SA,1,Food & Beverage Processing,77.47,77.01,80.12,68.38,0.0703,0.68,0.51,2.465,225.39,0.583,0.194,2,1,BRCGS,25.0,23221.0,0.938,0.062,1.0,89.88,0.163,65.91,16664.91,1.785,0.845,45094.0,8932.0,3370.0,Moderate,3.0274320658025063e-06,0.8798439999999998,0.0010766116876964817,0.38849999999999996,0.3866034535999999,44.751333333333335,73.14866666666666,73.32,3.2789129010151274,0.03938375350140056,0.1366330113930003,0.6744186046511628
SC0000307,COFFEE COOPERATIVES (SME EXPORTERS),"Green coffee beans (arabica, robusta), roasted coffee",2022.0,AUG,COLOMBIA,LAC,2,Agriculture & Agribusiness,63.76,53.88,69.91,66.52,0.0692,1.199,0.498,0.607,98.17,0.622,0.199,1,1,BRCGS,33.0,10262.0,0.889,0.058,2.0,83.22,0.645,70.7,25275.67,0.768,1.329,57514.0,20070.0,482.0,High,6.743324887936074e-06,0.837438,0.0032157474176573767,0.4105,0.19735622200000003,42.60066666666666,51.58933333333333,77.85499999999999,31.052828847945257,0.09010416666666667,0.0686445662597816,0.5203993055555555
SC0000308,TSINGSHAN HOLDING GROUP,Ferronickel,2021.0,JUN,INDONESIA,EAP,1,Metals & Mining (Primary),77.25,77.44,73.48,78.1,0.5653,2.928,0.983,6.35,602.12,0.416,0.386,2,0,LEED; FSSC 22000,32.0,17030.0,0.883,0.062,0.0,87.46,0.327,59.08,11055.07,1.4,1.116,2457.0,18221.0,3743.0,High,3.319436288901938e-05,0.8282539999999999,0.0018790369935408103,0.401,0.32622164213333327,51.428333333333335,73.01666666666667,73.28,43.19268395136461,0.4037857142857143,0.516807059347158,0.6188480654906929
SC0000309,KAZZINC,"Zinc, lead, copper",2025.0,JAN,KAZAKHSTAN,ECA,1,Metals & Mining (Primary),57.22,57.1,56.72,58.94,0.1374,1.945,0.968,2.627,187.93,0.641,0.231,2,1,BRCGS,19.0,7908.0,1.0,0.076,1.0,80.62,0.464,95.29,10179.01,1.181,1.255,41878.0,12271.0,2546.0,High,1.7374810318664643e-05,0.924,0.0024026302478502783,0.436,0.5869864,44.45633333333333,60.998666666666665,67.64,58.56135266628837,0.11634208298052497,0.1574428035976187,0.4741877256317689
SC0000310,INDUSTRIES QATAR (IQ),"Fertilizers (urea, ammonia), petrochemicals",2022.0,SEP,QATAR,MENA-AP,1,Chemicals & Petrochemicals,84.81,84.7,80.79,92.14,0.8016,3.108,1.905,5.912,182.25,0.462,0.762,2,1,BRCGS,42.0,9259.0,0.746,0.065,0.0,69.89,0.403,88.27,20665.76,0.683,1.488,14423.0,7743.0,2393.0,High,8.657522410627498e-05,0.6975100000000001,0.004536127011556324,0.612,0.4104613846666667,43.93483333333333,77.55266666666667,78.45500000000001,60.63849952870787,1.173645680819912,0.5526149702292767,0.5411441647597254
SC0000311,PETROFAC KAZAKHSTAN SUPPLIERS,Oilfield equipment,2025.0,JUL,KAZAKHSTAN,ECA,2,"Consumer Goods, Retail & Logistics",67.85,70.88,73.3,60.92,0.0617,4.46,1.022,12.61,216.6,0.452,0.465,3,1,BRCGS,49.0,15265.0,0.753,0.048,1.0,91.81,0.112,55.7,2153.66,0.689,1.513,25777.0,8241.0,4180.0,Moderate,4.041925974451359e-06,0.7168559999999999,0.003209957418932198,0.4585,0.399288792,23.13,80.71,68.89,58.56135266628837,0.0895500725689405,0.1411638710518704,0.6969931461419412
SC0000312,GODREJ AND BOYCE/GODREJ CONSUMER PRODUCTS,"Household products, edible oils, furniture components",2020.0,OCT,INDIA,SA,1,"Consumer Goods, Retail & Logistics",84.31,81.62,84.21,85.39,0.1137,0.361,0.466,1.79,93.48,0.424,0.481,2,0,BRCGS,44.0,7.0,0.563,0.071,1.0,84.11,0.462,77.39,15280.53,0.504,1.355,5264.0,11207.0,3683.0,High,0.016242857142857142,0.523027,6.285714285714286,0.4525,0.2698470635333333,24.22733333333333,77.25266666666666,81.345,21.663599359323186,0.22559523809523807,0.13985244841014258,0.6839893007260222
SC0000313,UZAUTO MOTORS,Automobiles and components,2022.0,JAN,UZBEKISTAN,ECA,1,Automotive & Transportation,34.86,36.57,37.16,32.3,0.1306,1.144,1.178,3.018,105.92,0.489,0.051,2,0,BRCGS,26.0,9941.0,0.753,0.067,0.0,91.8,0.402,66.0,11614.52,0.949,0.952,10745.0,22677.0,3234.0,High,1.3137511316768936e-05,0.7025490000000001,0.0026154310431546124,0.27,0.30912156,48.63233333333333,47.58266666666667,56.620000000000005,38.77124213960686,0.13761854583772393,0.14618490115448624,0.5651685393258427
SC0000314,KLABIN S.A.,"Paperboard, kraft paper, packaging",2022.0,MAR,BRAZIL,LAC,1,Industrial Manufacturing & Construction,83.53,76.14,94.75,77.57,0.1333,2.082,0.519,2.971,230.72,0.753,0.321,2,1,BRCGS,18.0,10308.0,0.961,0.044,0.0,90.08,0.181,51.61,6657.47,1.058,1.037,43494.0,1.0,3079.0,Moderate,1.2931703531237874e-05,0.918716,0.0017462165308498253,0.537,0.3160995517333333,33.300333333333334,76.78466666666665,80.99499999999999,49.36080081817054,0.12599243856332704,0.17140048255275678,0.5332017229002154
SC0000315,HITACHI METALS (PROTERIAL),Specialty alloys and magnetic materials,2020.0,JAN,JAPAN,EAP,1,Industrial Manufacturing & Construction,44.42,40.28,41.76,47.21,0.043,2.334,1.687,1.674,150.98,0.764,0.354,2,1,BRCGS,10.0,10719.0,0.582,0.037,0.0,78.17,0.605,84.19,23579.53,1.162,0.725,53449.0,5931.0,2056.0,High,4.011568243306279e-06,0.5604659999999999,0.0009329228472805299,0.5589999999999999,0.3145708835999999,46.29133333333333,53.31866666666667,62.97999999999999,11.28206841439308,0.03700516351118761,0.08620323600495544,0.40983318700614574
SC0000316,SEYCHELLES TUNA PROCESSORS,"Canned tuna, frozen fish",2022.0,AUG,SEYCHELLES,SSA,2,Food & Beverage Processing,69.04,62.6,72.44,68.7,0.1737,2.383,1.099,4.375,148.8,0.547,0.564,2,1,Fairtrade,28.0,6820.0,0.925,0.0,0.0,74.67,0.301,68.76,14090.6,0.981,0.732,24482.0,5613.0,982.0,Moderate,2.5469208211143693e-05,0.925,0.004105571847507331,0.5555,0.42402000000000006,38.22683333333333,68.09066666666666,72.24,12.667136457182353,0.17706422018348625,0.1489140313525118,0.5568283059691994
SC0000317,IMPALA PLATINUM (IMPLATS),"Platinum group metals (PGMs), palladium, rhodium",2023.0,APR,SOUTH AFRICA,SSA,1,Metals & Mining (Primary),57.83,62.31,62.83,54.99,0.8958,4.759,2.21,0.533,576.13,0.481,0.454,2,1,SA8000; ISO 9001; LEED,18.0,13554.0,0.855,0.01,0.0,78.44,0.149,78.31,68.78,0.575,0.856,51599.0,11004.0,3901.0,High,6.609119079238601e-05,0.8464499999999999,0.0013280212483399733,0.4675,0.44190333,54.112833333333334,61.364666666666665,64.395,32.80567869768027,1.557913043478261,0.7119793483325181,0.6343641695547854
SC0000318,CARGILL/LOUIS DREYFUS/ADM (LOCAL SUBSIDIARIES),"Grains, oilseeds, sugar, coffee (export origination)",2023.0,MAR,COLOMBIA,LAC,1,"Consumer Goods, Retail & Logistics",71.77,63.58,80.99,73.39,0.1149,2.974,0.828,2.09,141.38,0.51,0.428,2,1,BRCGS,1.0,11967.0,0.485,0.063,1.0,71.97,0.191,81.29,12949.45,0.708,1.539,13339.0,5134.0,2145.0,High,9.601403860616697e-06,0.454445,8.356313194618534e-05,0.469,0.24627889366666667,31.706333333333337,69.72866666666665,74.315,31.052828847945257,0.16228813559322036,0.12862324133519765,0.5047522063815344
SC0000319,QATARENERGY,"Crude oil, LNG, condensate, natural gas liquids (NGLs)",2020.0,APR,QATAR,MENA-AP,1,"Oil, Gas & Refining",81.52,90.73,66.47,80.17,0.5211,6.586,1.844,5.034,245.2,0.796,0.269,2,0,SA8000; ISO 9001,50.0,5534.0,0.509,0.022,0.0,87.24,0.011,83.57,20489.91,0.835,1.115,39632.0,23773.0,2299.0,High,9.416335381279364e-05,0.497802,0.009035056017347307,0.5325,0.27734208759999995,40.353833333333334,75.57866666666666,63.455,60.63849952870787,0.6240718562874252,0.39599203333093275,0.48915626856803335
SC0000320,OCP GROUP,"Phosphate rock, phosphoric acid, DAP, MAP, TSPâfertilizer products",2021.0,JUL,MOROCCO,MENA-AP,1,Fertilizers,71.98,72.09,75.44,65.38,0.1255,2.935,0.787,4.417,217.69,0.433,0.804,0,1,BRCGS,30.0,24197.0,0.913,0.044,1.0,93.55,0.272,71.76,5319.96,1.236,0.779,43086.0,14861.0,4155.0,High,5.186593379344547e-06,0.872828,0.0012398231185684176,0.6185,0.0,56.48449999999999,43.187999999999995,73.16,58.963210565711876,0.10153721682847897,0.17931400662302496,0.542695662857845
SC0000321,GOLDEN HARVEST (BANGLADESH),"Frozen foods, seafood processing",2022.0,APR,BANGLADESH,SA,2,Food & Beverage Processing,68.78,73.78,64.83,60.02,0.0912,1.314,0.33,1.525,178.1,0.477,0.503,1,1,ISO 9001; FSSC 22000,53.0,8639.0,1.0,0.0,0.0,78.17,0.745,54.25,1165.35,0.765,1.071,55774.0,13793.0,2731.0,Moderate,1.0556777404792222e-05,1.0,0.006134969325153374,0.49,0.18083333333333332,41.34866666666667,54.601333333333336,77.315,3.6514507742088966,0.1192156862745098,0.13031915976119066,0.48122436099715993
SC0000322,COROMANDEL INTERNATIONAL (MURUGAPPA GROUP),Phosphate and potash fertilizers,2025.0,DEC,INDIA,SA,1,Fertilizers,60.28,60.44,68.79,51.38,0.1449,2.066,1.329,3.994,163.81,0.336,0.167,2,1,BRCGS,32.0,18464.0,0.878,0.0,0.0,87.27,0.317,81.66,5159.64,0.834,1.032,63261.0,24042.0,5106.0,Moderate,7.847703639514731e-06,0.878,0.0017331022530329288,0.2515,0.4779832,38.36783333333333,62.834666666666664,70.735,21.663599359323186,0.17374100719424462,0.19332742610142634,0.5405332250642848
SC0000323,GLICO,Processed foods and cocoa intermediates,2025.0,APR,GHANA,SSA,2,Food & Beverage Processing,73.59,76.23,75.8,70.25,0.1036,0.699,0.582,2.776,132.28,0.691,0.462,2,1,BRCGS,34.0,4345.0,1.0,0.001,0.0,100.0,0.088,60.16,19375.48,1.309,0.775,28620.0,28264.0,1003.0,Moderate,2.384349827387802e-05,0.999,0.007825086306098964,0.5765,0.40066559999999996,39.801833333333335,70.82066666666667,69.66,15.089077261704512,0.07914438502673797,0.1037374950618143,0.6842494454030071
SC0000324,NAVOI MINING AND METALLURGICAL CO.,Gold and uranium mining,2019.0,AUG,UZBEKISTAN,ECA,1,Metals & Mining (Primary),40.07,41.04,43.01,36.93,0.1244,1.962,0.835,2.746,103.83,0.58,0.713,2,1,ISO 9001,11.0,20263.0,0.975,0.045,0.0,80.74,0.435,71.04,20270.24,1.162,1.018,19453.0,6421.0,2332.0,Moderate,6.139268617677541e-06,0.931125,0.0005428613729457632,0.6465,0.4409808,49.84883333333333,50.708666666666666,60.205,38.77124213960686,0.10705679862306369,0.12921794524445648,0.4953996031030129
SC0000325,GEORGIAN INDUSTRIAL GROUP,"Coal, energy generation",2024.0,JUL,GEORGIA,ECA,1,Energy & Utilities,75.66,71.12,76.08,76.91,0.0835,0.189,0.433,4.274,211.8,0.643,0.38,2,1,FSSC 22000,8.0,7997.0,0.939,0.0,1.0,78.98,0.591,70.29,10629.08,1.076,1.157,33642.0,16248.0,1.0,Moderate,1.044141553082406e-05,0.939,0.0010003751406777541,0.5115000000000001,0.44001540000000006,35.07983333333334,72.06266666666666,79.86,14.385531281774606,0.07760223048327138,0.0938796115461258,0.8729575163398693
SC0000326,MTN GROUP,Telecom services and network equipment,2021.0,APR,SOUTH AFRICA,SSA,2,"Electronics, Semiconductors & Technology",79.97,73.83,84.67,79.41,0.0909,1.787,0.403,1.741,158.84,0.942,0.343,2,1,ISO 14001; Fairtrade,2.0,9718.0,0.965,0.043,1.0,78.01,0.485,62.52,8260.93,1.124,1.512,33521.0,11430.0,4205.0,Moderate,9.35377649722165e-06,0.9235049999999999,0.00020580366330520683,0.6425,0.38491688399999996,34.47633333333333,74.64866666666666,82.035,32.80567869768027,0.08087188612099643,0.1470993458196414,0.4545917069447977
SC0000327,PT PUPUK INDONESIA,Fertilizers (urea,2025.0,JUL,INDONESIA,EAP,1,1,51.98,49.91,53.98,53.83,0.0707,1.059,1.556,2.586,14.25,0.625,0.588,1,1,BRCGS,44.0,6747.0,0.96,0.019,0.0,54.79,0.347,62.43,7923.03,1.263,0.836,47445.0,17479.0,2403.0,Moderate,1.0478731287979843e-05,0.9417599999999999,0.006521416926041203,0.6065,0.19598025599999996,54.186166666666665,44.521333333333324,63.93,43.19268395136461,0.05597783056215361,0.07948936545964194,0.49721207460103817
SC0000328,QATARENERGY,"Crude oil, LNG, condensate, natural gas liquids (NGLs)",2025.0,JAN,QATAR,MENA-AP,1,"Oil, Gas & Refining",63.5,57.42,64.4,71.49,0.6925,3.066,1.642,6.552,358.6,0.464,0.503,2,1,ISO 9001,7.0,17186.0,0.652,0.049,2.0,93.14,0.187,60.51,14355.94,1.575,1.476,35021.0,16560.0,3457.0,High,4.029442569533341e-05,0.620052,0.00040730827417665544,0.48350000000000004,0.2501289768,62.045833333333334,64.76666666666667,65.94,60.63849952870787,0.4396825396825397,0.5387251949364942,0.5818827708703375
SC0000329,SQUARE PHARMACEUTICALS,"Pharmaceutical formulations, APIs",2021.0,AUG,BANGLADESH,SA,1,Pharmaceuticals & Healthcare,46.69,55.87,54.58,61.8,0.1817,3.595,1.197,1.302,308.02,0.915,0.328,1,0,BRCGS,21.0,6630.0,0.309,0.06,1.0,100.0,0.364,20.53,12340.38,1.017,1.397,27801.0,11479.0,5624.0,High,2.740573152337858e-05,0.29046,0.003167420814479638,0.6215,0.019877146,55.12266666666667,41.34733333333334,64.57,3.6514507742088966,0.17866273352999018,0.25257676445798,0.5899245159172958
SC0000330,STORA ENSO,"Biomaterials, fiber-based packaging",2022.0,SEP,FINLAND,ECA,1,Industrial Manufacturing & Construction,76.0,74.48,85.37,71.08,0.1635,1.255,0.973,3.548,35.93,0.787,0.561,2,1,BRCGS,15.0,6160.0,0.903,0.099,0.0,75.03,0.304,97.4,19814.71,1.095,0.899,51121.0,3239.0,6898.0,Moderate,2.654220779220779e-05,0.8136030000000001,0.002435064935064935,0.674,0.5282995480000001,37.24583333333334,72.26666666666665,78.765,16.933591877876424,0.14931506849315068,0.20351241631287736,0.6142659279778394
SC0000331,OMAN OIL COMPANY (OOC),"Crude oil, refined fuels, LPG and petrochemical feedstocks",2022.0,JAN,OMAN,MENA-AP,1,"Oil, Gas & Refining",72.74,77.84,69.76,73.68,0.0989,5.143,2.006,9.968,271.94,0.659,0.301,3,1,RSPO; ISO 14001,52.0,10.0,0.816,0.034,0.0,74.63,0.324,93.5,19413.68,1.222,1.543,39663.0,18389.0,5079.0,Moderate,0.00989,0.788256,5.2,0.48,0.73701936,30.343500000000002,83.64399999999999,71.36,46.01913440836008,0.0809328968903437,0.18769563862984834,0.5823450370976223
SC0000332,KGHM POLSKA MIEDÅº,"Copper, silver",2023.0,JUN,POLAND,ECA,1,Metals & Mining (Primary),61.63,60.6,60.7,55.34,0.7711,6.881,3.519,9.559,468.81,0.418,0.0,1,1,RSPO; ISO 14001,5.0,21717.0,0.999,0.024,1.0,85.41,0.115,90.85,4252.51,0.853,1.089,42366.0,6070.0,3167.0,High,3.5506745867292905e-05,0.975024,0.00023023437859741216,0.209,0.295269768,62.168666666666674,50.311333333333344,62.64999999999999,74.08529666878907,0.9039859320046894,0.6045468660561945,0.4789318102109324
SC0000333,NATIONAL COMMODITY AND DERIVATIVES EXCHANGE (LOCAL TRADERS),"Wheat, almonds, dried fruit trade",2019.0,JUL,AFGHANISTAN,SA,2,Agriculture & Agribusiness,56.75,61.35,73.82,80.39,0.0521,0.88,0.733,4.999,272.15,0.48,0.42,1,0,BRCGS,32.0,4083.0,0.512,0.079,3.0,81.77,0.169,53.6,45286.23,1.077,1.002,16556.0,5890.0,5559.0,High,1.2760225324516288e-05,0.471552,0.007837374479549351,0.44999999999999996,0.08425062400000001,49.26166666666667,47.38333333333333,70.29,0.0,0.04837511606313835,0.16647852161137394,0.7560496067755595
SC0000334,NAMDEB,Rough diamonds (marine and land),2024.0,OCT,NAMIBIA,SSA,1,"Consumer Goods, Retail & Logistics",52.45,47.85,58.33,51.05,0.102,2.402,0.729,2.538,68.7,0.651,0.485,1,1,BRCGS,30.0,14404.0,1.0,0.081,1.0,81.67,0.46,79.91,6618.43,0.827,1.117,34951.0,8746.0,3472.0,High,7.08136628714246e-06,0.919,0.0020827547903360176,0.5680000000000001,0.24479096666666667,48.26416666666667,44.80333333333334,68.365,26.30194526736698,0.12333736396614269,0.12471238919099349,0.44769800670312215
SC0000335,MERCEDES-BENZ GROUP,"Luxury vehicles, powertrains",2024.0,MAR,GERMANY,ECA,1,Automotive & Transportation,72.9,66.48,70.27,77.41,0.157,1.782,0.983,1.616,196.3,0.477,0.504,3,1,BRCGS,30.0,5120.0,0.948,0.005,1.0,82.39,0.403,93.06,10777.19,0.689,0.76,1.0,17525.0,3184.0,Moderate,3.06640625e-05,0.94326,0.005859375,0.4905,0.877797756,23.744999999999994,83.74000000000001,73.195,16.969803946460363,0.22786647314949204,0.1799972027910033,0.406756448299475
SC0000336,KGHM POLSKA MIEDÅº,"Copper, silver",2019.0,OCT,POLAND,ECA,1,Metals & Mining (Primary),62.9,50.71,66.15,67.99,1.1444,4.722,2.993,7.75,585.35,0.511,0.466,2,0,SA8000,44.0,15423.0,0.883,0.021,1.0,85.73,0.403,76.94,18788.88,1.14,1.392,65135.0,16006.0,4513.0,High,7.420086883226351e-05,0.864457,0.002852882059262141,0.48850000000000005,0.44340881053333336,67.02833333333334,64.40666666666667,71.135,74.08529666878907,1.0038596491228071,0.8717400648935073,0.5011315874555448
SC0000337,LENOVO MANUFACTURING CHINA,"Motherboards, storage drives",2021.0,JUL,CHINA,EAP,1,"Electronics, Semiconductors & Technology",97.0,96.18,88.55,100.0,0.1341,1.062,1.493,4.119,107.5,0.749,0.474,2,0,BRCGS,26.0,8235.0,0.891,0.0,1.0,89.98,0.12,91.77,25864.45,1.065,1.16,12160.0,1157.0,3405.0,Moderate,1.628415300546448e-05,0.891,0.00315725561627201,0.6114999999999999,0.5451138,28.71083333333333,84.86666666666667,76.67500000000001,30.6439238528046,0.12591549295774648,0.15104094408286223,0.6171711117770453
SC0000338,JORDAN PETROLEUM REFINERY COMPANY (JPRC),Refined fuels,2025.0,JUN,JORDAN,MENA-AP,1,"Oil, Gas & Refining",35.98,69.12,62.05,75.73,0.4688,0.013,3.395,8.524,216.0,0.598,0.0,1,0,BRCGS,16.0,691.0,0.339,0.0,5.0,72.04,0.085,27.75,22653.95,1.866,1.218,1.0,19997.0,3910.0,High,0.0006784370477568741,0.339,0.023154848046309694,0.299,0.0313575,78.78366666666668,34.92133333333333,62.724999999999994,43.53408014669937,0.2512325830653805,0.3814638898544176,0.7143814951391217
SC0000339,BASF,"Chemicals, plastics, specialty materials",2022.0,JUL,GERMANY,ECA,1,Chemicals & Petrochemicals,66.62,68.69,63.49,70.74,0.075,1.783,2.026,1.613,137.55,0.602,0.255,1,0,Fairtrade,10.0,19529.0,0.843,0.039,0.0,83.56,0.533,60.98,14799.49,0.94,1.215,15178.0,5996.0,3300.0,Moderate,3.8404424189666645e-06,0.8101229999999999,0.0005120589891955554,0.4285,0.1646710018,44.324666666666666,53.30533333333334,72.405,16.969803946460363,0.0797872340425532,0.12030089081446048,0.37366285503504243
SC0000340,PANASONIC APPLIANCES,Consumer appliances parts,2022.0,JAN,JAPAN,EAP,1,"Electronics, Semiconductors & Technology",62.64,67.43,61.97,60.26,0.2361,1.624,1.467,1.43,116.48,0.542,0.467,3,1,LEED,7.0,3575.0,0.908,0.078,0.0,82.11,0.346,74.61,11781.04,0.872,0.826,37621.0,12924.0,2837.0,Moderate,6.604195804195805e-05,0.837176,0.001958041958041958,0.5045000000000001,0.6246170136,32.0585,77.584,67.905,11.28206841439308,0.27075688073394494,0.20602751093812266,0.35921256359212567
SC0000341,BHUTAN POWER CORPORATION (BPC) SUPPLIERS,"Hydropower equipment, transmission components",2019.0,JUL,BHUTAN,SA,2,Energy & Utilities,62.34,63.34,59.28,56.83,0.1184,2.323,0.92,2.623,183.24,0.736,0.389,2,0,Fairtrade,20.0,7445.0,0.906,0.056,0.0,88.02,0.365,58.11,1102.44,0.922,1.186,22858.0,11698.0,1105.0,Moderate,1.5903290799194092e-05,0.855264,0.002686366689053056,0.5625,0.3313292736,38.30433333333333,64.07066666666668,66.94,4.335087907753913,0.12841648590021693,0.12460069521947051,0.4471530855779066
SC0000342,GLENCORE,"Copper, cobalt, zinc, commodities trading",2024.0,FEB,SWITZERLAND,ECA,1,Metals & Mining (Primary),56.06,56.67,55.47,56.26,0.1456,2.262,0.148,2.46,121.25,0.296,0.029,3,1,Fairtrade; LEED,12.0,26135.0,1.0,0.01,3.0,74.46,0.058,83.97,11836.82,1.563,1.15,27978.0,8666.0,2786.0,High,5.571073273388177e-06,0.99,0.0004591543906638607,0.1625,0.831303,42.464,73.636,58.89500000000001,17.469741516058406,0.09315419065898912,0.1519889598666618,0.5051334702258726
SC0000343,ABB GROUP,"Industrial robotics, control systems",2024.0,MAR,SWITZERLAND,ECA,1,Industrial Manufacturing & Construction,68.85,67.76,69.66,69.86,0.078,1.363,0.296,3.754,161.69,0.787,0.019,2,1,BRCGS,29.0,9190.0,0.949,0.088,0.0,66.24,0.383,73.17,9276.34,0.812,1.006,32703.0,17505.0,3913.0,Moderate,8.487486398258977e-06,0.865488,0.0031556039173014144,0.403,0.4221850464,33.36583333333334,67.97666666666666,72.49,17.469741516058406,0.0960591133004926,0.13579996308075673,0.6935156105671532
SC0000344,EQUINOR,Oil and natural gas,2019.0,NOV,NORWAY,ECA,1,Energy & Utilities,69.0,74.63,61.62,70.71,0.1539,1.8,0.867,0.475,171.47,0.463,0.419,1,1,SA8000,30.0,17175.0,0.921,0.077,0.0,87.34,0.555,94.57,18295.1,1.103,0.853,15970.0,18612.0,2494.0,Moderate,8.960698689956332e-06,0.850083,0.0017467248908296944,0.441,0.2679744977,47.909166666666664,54.733333333333334,71.91,61.77620910634777,0.13952855847688125,0.1632015418047684,0.5728835136855507
SC0000345,NISHAT MILLS LIMITED,"Textiles, yarns, fabric and garments",2021.0,JAN,PAKISTAN,SA,1,"Consumer Goods, Retail & Logistics",56.23,57.03,56.65,57.74,0.0698,1.802,1.362,2.17,79.78,0.234,0.342,2,1,RSPO,38.0,15851.0,0.836,0.058,0.0,76.63,0.352,79.2,13194.21,0.767,0.997,39320.0,21612.0,2675.0,High,4.403507665131538e-06,0.7875119999999999,0.002397325089899691,0.28800000000000003,0.41580633599999994,36.90283333333333,60.404666666666664,65.36500000000001,17.70602931550021,0.09100391134289439,0.09635959491625513,0.40682414698162733
SC0000346,UGANDA COFFEE DEVELOPMENT AUTHORITY/COOPERATIVE EXPORTERS,Robusta and arabica coffee beans (green and roasted),2020.0,APR,UGANDA,SSA,2,Agriculture & Agribusiness,74.36,73.11,77.0,74.63,0.0553,0.641,0.333,0.711,172.7,0.486,0.676,1,0,Fairtrade,19.0,2068.0,0.504,0.057,1.0,74.75,0.596,85.97,29523.27,0.828,1.387,30809.0,5760.0,1777.0,High,2.6740812379110252e-05,0.475272,0.00918762088974855,0.581,0.1361971128,39.44316666666666,57.94933333333333,80.42,5.631100910949709,0.06678743961352658,0.0941092096433314,0.42195845697329376
SC0000347,AMBUJA CEMENTS (ADANI GROUP),"Portland cement, clinker",2024.0,JAN,INDIA,SA,1,Industrial Manufacturing & Construction,60.78,60.48,55.66,66.12,0.2263,0.488,0.961,1.989,192.84,0.836,0.481,2,0,BRCGS,25.0,21126.0,0.799,0.097,1.0,85.81,0.356,66.79,20674.67,1.369,1.012,42303.0,15239.0,2051.0,High,1.0711918962415981e-05,0.721497,0.0011833759348669885,0.6585,0.32125856420000004,48.252833333333335,63.134666666666675,64.95,21.663599359323186,0.16530314097881665,0.2047651793758735,0.5785340314136126
