Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification,Emission_to_Capacity_Ratio,Operational_Reliability_Index,LeadTime_Capacity_Ratio,Green_Efficiency_Score,Resilience_Score,Sustainability_Risk_Index,ESG_Compliance_Composite,Social_Responsibility_Score,Regional_Risk_Index,Emission_Per_Dollar,Emission_Votality
SYN_SUP_04402,SYN_COM_04402,Synthetic Supplier 4402,Synthetic Commodity 4402,Japan,Asia-Pacific,3,Chemicals,40.38828491,38.49156037,34.70914979,40.46261006,0.6247,300.68,0.55,0.56,3,0,34,32275,0.924765391,0.029,88.52992749,1.36,70.10541948,0.27,59.18,2,2614,High,1.94E-05,0.897947195,0.001053447,0.555,0.794952001,56.88160028,64.23297095,52.7545749,27.64600311,0.459338235,0.450205426
SYN_SUP_04403,SYN_COM_04403,Synthetic Supplier 4403,Synthetic Commodity 4403,Malaysia,Asia-Pacific,3,Agriculture,58.2912936,51.20523587,73.1852313,42.08654336,0.3321,1000.65,0.67,0.45,0,0,23,15832,0.82769324,0.035,76.36148615,1.26,56.77755343,0.82,63.95,1,11406,Moderate,2.10E-05,0.798723977,0.001452754,0.56,0,66.80054724,34.97477616,82.99261565,19.51874501,0.263571429,0.505765671
SYN_SUP_04404,SYN_COM_04404,Synthetic Supplier 4404,Synthetic Commodity 4404,USA,Asia-Pacific,3,Chemicals,37.365,37.940552,31.71266987,56.38683632,0.2903,1322.85,0.7,0.07,0,1,28,27622,0.886085004,0.027,72.09697784,0.87,46.62365851,0.83,77.17,0,11400,High,1.05E-05,0.862160709,0.001013685,0.385,0,67.22975,22.419,62.45633493,18.12650979,0.333678161,0.536188516
SYN_SUP_04405,SYN_COM_04405,Synthetic Supplier 4405,Synthetic Commodity 4405,USA,North America,2,Electronics,58.15254078,61.62232609,61.86131777,27.5319444,0.569,1243.35,0.63,0.67,2,1,39,19696,0.826654467,0.018,64.10737563,1.38,58.86272953,0.56,75.28,1,6687,Moderate,2.89E-05,0.811774687,0.001980097,0.65,0.346938298,57.90494406,61.55819114,72.13065889,8.865419883,0.412318841,0.630526195
SYN_SUP_04406,SYN_COM_04406,Synthetic Supplier 4406,Synthetic Commodity 4406,China,Asia-Pacific,3,Metals,70.64708297,84.12029071,52.24104159,67.35509133,0.521,493.03,0.55,0.43,3,0,39,43940,0.95506668,0.04,59.11055304,0.81,84.07435751,0.78,81.76,0,2483,Moderate,1.19E-05,0.916864013,0.000887574,0.49,0.541963389,35.44852096,82.38824978,71.72052079,25.09000292,0.643209877,0.419520381
SYN_SUP_04407,SYN_COM_04407,Synthetic Supplier 4407,Synthetic Commodity 4407,indonesia,Asia-Pacific,1,Agriculture,48.63574953,90.7582465,93.70745844,70.7145899,0.5547,1093.05,0.7,0.68,3,1,23,46885,0.907456511,0.037,53.73816025,0.65,72.73620499,0.66,75.84,0,4717,Moderate,1.18E-05,0.87388062,0.000490562,0.69,0.469607368,41.59498766,69.18144972,90.05372922,57.12350272,0.853384615,0.571287892
SYN_SUP_04408,SYN_COM_04408,Synthetic Supplier 4408,Synthetic Commodity 4408,USA,North America,3,Electronics,78.68018183,79.53172045,51.43754374,96.18933501,0.3632,1148.53,0.74,0.07,3,1,42,37757,0.902403888,0.023,64.68893519,0.53,88.84937336,0.2,59.98,1,697,Moderate,9.62E-06,0.881648598,0.001112377,0.405,0.57032909,24.49193636,87.2081091,59.71877187,8.865419883,0.685283019,0.415489266
SYN_SUP_04409,SYN_COM_04409,Synthetic Supplier 4409,Synthetic Commodity 4409,China,Asia-Pacific,3,Agriculture,65.74279106,65.43144854,80.82877163,67.29370942,0.4215,1006.26,0.78,0.51,0,0,18,26881,0.899028955,0.046,79.47872451,1.38,97.68397168,0.5,64.77,1,9917,Low,1.57E-05,0.857673623,0.000669618,0.645,0,68.22752313,39.44567464,80.41438582,25.09000292,0.305434783,0.541679868
SYN_SUP_04410,SYN_COM_04410,Synthetic Supplier 4410,Synthetic Commodity 4410,USA,North America,2,Agriculture,52.20294003,53.60425105,49.74239428,37.62179986,0.7031,399.12,0.72,0.61,0,1,30,32718,0.898007231,0.026,91.9287746,1.17,97.51137328,0.51,46.38,2,9742,Moderate,2.15E-05,0.874659043,0.000916926,0.665,0,76.85647099,31.32176402,65.07119714,8.865419883,0.600940171,0.6037137
SYN_SUP_04411,SYN_COM_04411,Synthetic Supplier 4411,Synthetic Commodity 4411,brazil,North America,3,Agriculture,63.13047058,89.68597277,80.5983352,66.93935221,0.8394,1037.57,0.69,0.41,0,1,12,46388,0.896910963,0.023,61.75746808,1.15,66.68412919,0.32,75.64,1,10062,Moderate,1.81E-05,0.876282011,0.000258688,0.55,0,76.1393353,37.87828235,76.6991676,70.45206404,0.729913043,0.799641102
SYN_SUP_04412,SYN_COM_04412,Synthetic Supplier 4412,Synthetic Commodity 4412,Brazil,South America,2,Chemicals,74.98815892,70.57768203,69.83745597,71.45376834,0.7836,993.29,0.58,0.63,0,0,37,13021,0.895055419,0.018,77.62499794,1.22,87.30484784,0.62,39.75,1,1635,Moderate,6.02E-05,0.878944422,0.002841564,0.605,0,71.64414438,44.99289535,77.31872798,14.99576555,0.642295082,0.652727035
SYN_SUP_04413,SYN_COM_04413,Synthetic Supplier 4413,Synthetic Commodity 4413,Malaysia,Asia-Pacific,2,Metals,74.61996116,70.69434398,76.44527871,77.7374223,0.5245,1037.07,0.59,0.45,3,0,37,19646,0.875838679,0.04,59.09498414,1.33,88.68742188,0.23,72.19,1,5499,Low,2.67E-05,0.840805132,0.001883335,0.52,0.496873659,41.9455136,84.77197669,72.82263935,19.51874501,0.394360902,0.553329116
SYN_SUP_04414,SYN_COM_04414,Synthetic Supplier 4414,Synthetic Commodity 4414,China,Asia-Pacific,2,Electronics,60.89295634,81.36469407,51.89900977,67.65881317,0.9485,637.22,0.73,0.04,1,1,41,41532,0.898679981,0.035,49.80577631,1.33,64.94407829,0.19,82.28,1,3372,Moderate,2.28E-05,0.867226182,0.000987191,0.385,0.143976244,74.01663195,49.86910714,59.74950488,25.09000292,0.713157895,0.712053425
SYN_SUP_04415,SYN_COM_04415,Synthetic Supplier 4415,Synthetic Commodity 4415,China,Asia-Pacific,3,Agriculture,41.18863163,27.64599886,49.79456968,30.5321368,0.5672,776.53,0.69,0.07,2,0,10,25896,0.853289635,0.044,64.01458203,0.78,71.29387385,0.59,56.71,1,11255,High,2.19E-05,0.815744891,0.00038616,0.38,0.348130455,54.79731226,51.37984564,66.69728484,25.09000292,0.727179487,0.60627018
SYN_SUP_04416,SYN_COM_04416,Synthetic Supplier 4416,Synthetic Commodity 4416,India,Asia-Pacific,2,Agriculture,67.16715479,85.6208705,96.95007199,77.99445038,0.8672,579.15,0.73,0.46,0,1,45,42899,0.945360028,0.025,52.64595794,0.9,79.57850017,0.37,60.04,1,8880,Low,2.02E-05,0.921726027,0.001048976,0.595,0,71.67149582,40.30029287,85.875036,9.261089909,0.963555556,0.722406238
SYN_SUP_04417,SYN_COM_04417,Synthetic Supplier 4417,Synthetic Commodity 4417,Malaysia,Asia-Pacific,3,Metals,75.24395563,62.93089717,77.36527629,74.02389995,0.8086,1197.15,0.67,0.07,3,1,45,12307,0.890630335,0.027,55.84981159,1.07,75.45653973,0.2,79.51,1,1061,Low,6.57E-05,0.866583316,0.003656456,0.37,0.483985149,44.92961553,85.14637338,72.68263815,19.51874501,0.755700935,0.695685818
SYN_SUP_04418,SYN_COM_04418,Synthetic Supplier 4418,Synthetic Commodity 4418,Malaysia,Asia-Pacific,2,Agriculture,58.52797735,72.89535405,58.12663641,76.15957629,0.6978,1053.46,0.66,0.2,2,1,19,35617,0.856986263,0.045,67.5934367,1.13,97.9324191,0.78,73.08,2,780,Moderate,1.96E-05,0.818421881,0.000533453,0.43,0.368799651,57.24354126,61.78345307,74.66331821,19.51874501,0.617522124,0.600892098
SYN_SUP_04419,SYN_COM_04419,Synthetic Supplier 4419,Synthetic Commodity 4419,Brazil,Asia-Pacific,3,Chemicals,54.15520773,51.70702199,66.05284643,49.14357269,0.294,1250.56,0.71,0.67,2,1,29,24495,0.928099265,0.03,65.214813,0.74,63.57147847,0.62,74.19,0,5115,Moderate,1.20E-05,0.900256287,0.001183915,0.69,0.391400303,42.82901063,59.1597913,75.42642321,18.22248311,0.397297297,0.44703437
SYN_SUP_04420,SYN_COM_04420,Synthetic Supplier 4420,Synthetic Commodity 4420,Japan,Asia-Pacific,3,Agriculture,74.48335377,49.6143889,68.71784476,81.59565379,0.692,123.29,0.44,0.49,0,1,39,16199,0.895123062,0.036,79.84119914,0.79,69.08229761,0.66,62.9,0,9965,Moderate,4.27E-05,0.862898632,0.002407556,0.465,0,63.08082618,44.69001226,77.55892238,27.64600311,0.875949367,0.552273794
SYN_SUP_04421,SYN_COM_04421,Synthetic Supplier 4421,Synthetic Commodity 4421,Japan,Asia-Pacific,2,Agriculture,58.09580604,63.54454496,45.63979955,83.10423166,0.2073,729.35,0.72,0.83,3,1,17,47674,0.925621706,0.026,59.87483048,0.68,78.93089835,0.61,61.29,3,5443,Moderate,4.35E-06,0.901555541,0.000356588,0.775,0.539804852,30.04896789,74.85748363,65.01989978,27.64600311,0.304852941,0.309225638
SYN_SUP_04422,SYN_COM_04422,Synthetic Supplier 4422,Synthetic Commodity 4422,Brazil,South America,2,Electronics,53.55020876,47.56986054,52.82641942,42.25085732,0.4836,715.78,0.65,0.08,2,1,28,34056,0.910693481,0.052,61.68362362,1.43,73.97095821,0.6,57.85,2,6497,Moderate,1.42E-05,0.86333742,0.000822175,0.365,0.355025203,58.13076027,58.79679192,68.41320971,14.99576555,0.338181818,0.485897209
SYN_SUP_04423,SYN_COM_04423,Synthetic Supplier 4423,Synthetic Commodity 4423,Japan,Asia-Pacific,3,Metals,37.365,40.34976955,31.02762706,48.82681926,0.7999,1116.91,0.76,0.72,0,1,15,15781,0.834274807,0.014,78.43706234,1.14,87.28544659,0.16,51.33,4,4392,High,5.07E-05,0.82259496,0.00095051,0.74,0,84.01975,22.419,48.71381353,27.64600311,0.701666667,0.718443463
SYN_SUP_04424,SYN_COM_04424,Synthetic Supplier 4424,Synthetic Commodity 4424,China,Asia-Pacific,2,Electronics,64.43921311,99.51189511,80.88672744,75.40029666,0.4597,753.24,0.48,0.49,1,1,10,20947,0.949950272,0.028,57.01826844,1.24,73.82722244,0.7,64.29,1,1222,Low,2.19E-05,0.923351665,0.000477395,0.485,0.175493044,59.20544208,51.9968612,84.44336372,25.09000292,0.370725806,0.411794432
SYN_SUP_04425,SYN_COM_04425,Synthetic Supplier 4425,Synthetic Commodity 4425,Japan,South America,1,Electronics,61.19541457,59.36160927,53.00825694,73.0041079,0.8071,838.66,0.72,0.47,2,0,9,30034,0.864952674,0.028,73.96944882,0.71,69.04379333,0.41,56.12,2,1016,Moderate,2.69E-05,0.840733999,0.00029966,0.595,0.41459087,52.74243823,63.38391541,64.70412847,24.41928555,1.136760563,0.632382823
SYN_SUP_04426,SYN_COM_04426,Synthetic Supplier 4426,Synthetic Commodity 4426,Indonesia,Asia-Pacific,3,Food & Beverage,56.21579006,58.18860184,76.4543946,81.68878508,0.8268,1063.17,0.66,0.86,3,0,48,14336,0.851032707,0.041,88.85957356,1.19,61.46674515,0.33,62.96,1,6428,Moderate,5.77E-05,0.816140366,0.003348214,0.76,0.725218849,53.84447348,73.72947404,74.8271973,35.15983525,0.694789916,0.750874298
SYN_SUP_04427,SYN_COM_04427,Synthetic Supplier 4427,Synthetic Commodity 4427,India,Asia-Pacific,1,Chemicals,54.81795759,71.80756475,56.90789994,69.98660974,0.3952,1006.51,0.6,0.45,3,1,15,13446,0.819535275,0.04,44.76431159,0.79,53.48671543,0.79,86.71,0,11444,Low,2.94E-05,0.786753864,0.001115573,0.525,0.352184951,37.54371484,72.89077456,74.25394997,9.261089909,0.500253165,0.545113564
SYN_SUP_04428,SYN_COM_04428,Synthetic Supplier 4428,Synthetic Commodity 4428,Malaysia,Asia-Pacific,3,Agriculture,76.8784998,85.91936885,43.09109063,74.74663746,0.1271,156.56,0.57,0.28,3,0,16,26924,0.871692706,0.036,63.67349317,0.69,71.34573807,0.73,79.82,1,9711,Low,4.72E-06,0.840311769,0.000594265,0.425,0.535055857,21.62002507,86.12709988,66.14554532,19.51874501,0.184202899,0.215883914
SYN_SUP_04429,SYN_COM_04429,Synthetic Supplier 4429,Synthetic Commodity 4429,India,Asia-Pacific,2,Agriculture,71.84895367,70.75905399,87.81820155,81.6747915,0.7739,1136.22,0.52,0.56,0,1,46,26602,0.946448428,0.047,59.97168013,1.48,75.31043858,0.17,70.08,1,9660,Low,2.91E-05,0.901965352,0.001729193,0.54,0,76.40036622,43.1093722,77.30910078,9.261089909,0.522905405,0.77231095
SYN_SUP_04430,SYN_COM_04430,Synthetic Supplier 4430,Synthetic Commodity 4430,USA,North America,3,Chemicals,62.10960815,33.08096716,57.77065606,46.87500659,0.6222,690.19,0.31,0.57,2,1,29,28777,0.851892045,0.026,98.88199793,1.02,59.66546247,0.87,67.96,1,1098,Moderate,2.16E-05,0.829742852,0.001007749,0.44,0.54697754,52.44997048,63.93243156,76.28532803,8.865419883,0.61,0.496861821
SYN_SUP_04431,SYN_COM_04431,Synthetic Supplier 4431,Synthetic Commodity 4431,USA,North America,2,Agriculture,66.71802424,61.429494,58.84901514,68.88199732,0.4619,551.02,0.5,0.3,2,0,20,35271,0.920124128,0.023,78.1019799,0.84,71.04345709,0.46,49.06,0,10810,Moderate,1.31E-05,0.898961273,0.000567038,0.4,0.468071035,44.12952485,66.69748121,68.62450757,8.865419883,0.549880952,0.498603926
SYN_SUP_04432,SYN_COM_04432,Synthetic Supplier 4432,Synthetic Commodity 4432,Indonesia,South America,3,Chemicals,58.22506347,57.90781854,48.08256116,68.694952,0.875,953.1,0.72,0.58,0,1,45,38243,0.90675405,0.044,47.63371679,1.49,100,0.8,83.16,2,9471,Moderate,2.29E-05,0.866856872,0.001176686,0.65,0,83.84622779,34.93503808,70.04128058,31.9331177,0.587248322,0.799010723
SYN_SUP_04433,SYN_COM_04433,Synthetic Supplier 4433,Synthetic Commodity 4433,USA,North America,3,Metals,77.5338372,79.14621245,81.92435033,73.15801515,0.7477,207.39,0.56,0.55,1,1,7,33893,0.947471503,0.037,76.17854128,1.01,62.37394576,0.81,63,3,9532,Moderate,2.21E-05,0.912415058,0.000206532,0.555,0.23168816,58.37232365,59.85363565,87.16217517,8.865419883,0.74029703,0.594764641
SYN_SUP_04434,SYN_COM_04434,Synthetic Supplier 4434,Synthetic Commodity 4434,USA,North America,3,Agriculture,73.05490264,59.20530456,71.28776291,70.71771037,0.9972,906.37,0.4,0.54,0,1,12,24242,0.914867735,0.017,79.72524435,0.67,75.96156071,0.72,88.61,1,5139,Moderate,4.11E-05,0.899314984,0.000495009,0.47,0,69.41078408,43.83294158,80.04388146,8.865419883,1.488358209,0.80988432
SYN_SUP_04435,SYN_COM_04435,Synthetic Supplier 4435,Synthetic Commodity 4435,Malaysia,Asia-Pacific,2,Agriculture,57.56784834,46.50527217,53.35753318,49.94491244,0.7891,1287.81,0.66,0.39,0,1,13,7782,0.91858323,0.02,67.07706223,1.09,91.9773227,0.1,68.34,0,11325,Moderate,0.000101401,0.900211565,0.001670522,0.525,0,75.92875308,34.540709,58.67876659,19.51874501,0.723944954,0.82848268
SYN_SUP_04436,SYN_COM_04436,Synthetic Supplier 4436,Synthetic Commodity 4436,USA,Asia-Pacific,3,Chemicals,37.365,69.32334396,25.12375,53.18124502,0.7439,1347.95,0.71,0.06,2,0,16,17842,0.88385367,0.028,90.31135197,0.22,91.28925664,0.51,61.48,2,6225,High,4.17E-05,0.859105767,0.00089676,0.385,0.517246689,52.15308333,49.08566667,52.761875,18.12650979,3.381363636,0.74770913
SYN_SUP_04437,SYN_COM_04437,Synthetic Supplier 4437,Synthetic Commodity 4437,Brazil,South America,3,Electronics,55.52940355,41.38856009,64.04835615,35.81250405,0.5231,896.4,0.63,0.38,0,1,9,6071,0.841352866,0.021,74.36961398,1.29,71.74872036,0.19,78.74,3,6352,Moderate,8.62E-05,0.823684456,0.001482458,0.505,0,72.99220876,33.31764213,65.82417808,14.99576555,0.405503876,0.538933026
SYN_SUP_04438,SYN_COM_04438,Synthetic Supplier 4438,Synthetic Commodity 4438,usa,North America,3,Agriculture,58.53328233,88.27646132,48.66276844,76.52021576,0.1287,454.08,0.69,0.45,1,0,25,15362,0.901207819,0.031,58.38944984,1.22,76.55271866,0.83,62.69,1,8097,Moderate,8.38E-06,0.873270376,0.001627392,0.57,0.169965923,52.69751785,48.45330273,70.93138422,66.01090024,0.105491803,0.247902082
SYN_SUP_04439,SYN_COM_04439,Synthetic Supplier 4439,Synthetic Commodity 4439,India,Asia-Pacific,2,Metals,70.08443944,100,93.39656278,70.11052525,0.539,1047.05,0.41,0.38,0,1,37,15459,0.842684384,0.056,57.39254272,0.57,87.45469508,0.47,72.32,1,11999,Low,3.49E-05,0.795494059,0.002393428,0.395,0,57.49544619,42.05066367,86.09828139,9.261089909,0.945614035,0.64535424
SYN_SUP_04440,SYN_COM_04440,Synthetic Supplier 4440,Synthetic Commodity 4440,China,Asia-Pacific,1,Food & Beverage,68.71278786,83.33135892,92.06097055,63.1989747,0.4615,1001.97,0.85,0.26,1,0,12,23852,0.870965372,0.051,69.28649577,0.6,73.31412011,0.69,50.53,3,8963,Low,1.93E-05,0.826546138,0.000503102,0.555,0.190894952,48.15469092,54.56100605,89.83048527,25.09000292,0.769166667,0.55296296
SYN_SUP_04441,SYN_COM_04441,Synthetic Supplier 4441,Synthetic Commodity 4441,USA,North America,2,Metals,67.86388369,80.11317252,78.96448268,79.31412671,0.4307,488.2,0.54,0.42,0,1,16,27895,0.907346009,0.053,85.49713762,1.29,74.60841301,0.73,71.73,1,9749,Low,1.54E-05,0.859256671,0.000573579,0.48,0,66.36514071,40.71833021,84.08224134,8.865419883,0.333875969,0.455727514
SYN_SUP_04442,SYN_COM_04442,Synthetic Supplier 4442,Synthetic Commodity 4442,Japan,Asia-Pacific,3,Electronics,50.6795325,50.51157982,88.83456214,78.19878433,0.5122,1144.43,0.65,0.52,0,1,28,42736,0.799015317,0.062,73.37936386,0.26,98.4275997,0.32,47.28,1,3876,Low,1.20E-05,0.749476367,0.000655185,0.585,0,58.96716363,30.4077195,80.81728107,27.64600311,1.97,0.544092478
SYN_SUP_04443,SYN_COM_04443,Synthetic Supplier 4443,Synthetic Commodity 4443,malaysia,Asia-Pacific,2,Agriculture,69.96577639,62.0142815,71.61383289,77.74211695,0.9183,1065.72,0.75,0.41,0,1,16,16662,0.956185243,0.055,67.0777455,0.92,97.94178445,0.58,78.44,1,6943,Moderate,5.51E-05,0.903595055,0.000960269,0.58,0,72.26947827,41.97946583,77.40691644,10.14898003,0.998152174,0.81267968
SYN_SUP_04444,SYN_COM_04444,Synthetic Supplier 4444,Synthetic Commodity 4444,India,Asia-Pacific,2,Agriculture,79.39353688,71.54153417,76.33480632,80.0554484,0.2634,623.81,0.64,0.55,0,0,45,45218,0.837436589,0.044,64.38514165,1.13,63.77021417,0.8,75.14,1,8441,Low,5.83E-06,0.800589379,0.000995179,0.595,0,55.74726209,47.63612213,84.16740316,9.261089909,0.233097345,0.362318521
SYN_SUP_04445,SYN_COM_04445,Synthetic Supplier 4445,Synthetic Commodity 4445,Brazil,Asia-Pacific,2,Agriculture,55.93626196,72.35493319,67.89118266,51.23450236,0.5107,707.32,0.61,0.31,0,1,44,35323,0.839721576,0.029,76.58939984,0.25,71.94206368,0.58,68.74,1,9040,Moderate,1.45E-05,0.81536965,0.001245647,0.46,0,56.93980831,33.56175718,75.54559133,18.22248311,2.0428,0.532623739
SYN_SUP_04446,SYN_COM_04446,Synthetic Supplier 4446,Synthetic Commodity 4446,USA,North America,3,Agriculture,58.5014803,67.15132708,78.91905876,52.56655839,0.626,1006.55,0.62,0.36,3,1,37,37163,0.840636538,0.02,82.40566035,1.58,76.36766234,0.8,60.76,2,8684,Moderate,1.68E-05,0.823823807,0.000995614,0.49,0.678877448,53.8744819,75.10088818,85.45952938,8.865419883,0.396202532,0.648950313
SYN_SUP_04447,SYN_COM_04447,Synthetic Supplier 4447,Synthetic Commodity 4447,USA,North America,3,Chemicals,58.00846749,29.94772157,55.06874996,64.98054864,0.575,979.05,0.59,0.03,0,1,40,22332,0.895221486,0.035,73.79995541,1.4,56.96089654,0.27,70.1,1,9085,Low,2.57E-05,0.863888734,0.001791152,0.31,0,75.07203638,34.80508049,62.93437498,8.865419883,0.410714286,0.618640992
SYN_SUP_04448,SYN_COM_04448,Synthetic Supplier 4448,Synthetic Commodity 4448,malaysia,Asia-Pacific,3,Agriculture,77.39727644,90.5448858,54.40183976,68.72357152,0.5082,588.9,0.58,0.51,3,1,32,13411,0.922364309,0.022,61.28851327,1.32,59.56971869,0.63,75.81,1,8284,Low,3.79E-05,0.902072294,0.002386101,0.545,0.552866698,40.41595325,86.43836586,69.80091988,10.14898003,0.385,0.501205649
SYN_SUP_04449,SYN_COM_04449,Synthetic Supplier 4449,Synthetic Commodity 4449,Brazil,Asia-Pacific,2,Electronics,69.06251228,63.65521372,81.59490283,77.51490689,0.5879,142.13,0.71,0.04,1,0,38,44701,0.879233455,0.034,49.31673175,1.22,87.27226764,0.82,80.23,1,2214,Low,1.32E-05,0.849339518,0.000850093,0.375,0.139622164,60.49228737,54.7708407,87.19745142,18.22248311,0.481885246,0.395754443
SYN_SUP_04450,SYN_COM_04450,Synthetic Supplier 4450,Synthetic Commodity 4450,India,Asia-Pacific,2,Agriculture,52.00121545,82.5260437,77.14186738,59.71315346,0.3391,684.88,0.68,0.75,0,0,31,45993,0.96706635,0.04,72.85944093,0.67,57.94917413,0.72,78.83,1,4114,Moderate,7.37E-06,0.928383696,0.000674016,0.715,0,60.32707459,31.20072927,82.97093369,9.261089909,0.506119403,0.363949945
SYN_SUP_04451,SYN_COM_04451,Synthetic Supplier 4451,Synthetic Commodity 4451,USA,North America,2,Chemicals,55.19888975,61.88903689,61.20928943,78.68344511,0.7966,1264.97,0.57,0.53,0,1,49,26633,0.907316565,0.012,80.5281617,1.12,71.34208718,0.81,72.11,1,2992,Moderate,2.99E-05,0.896428766,0.001839823,0.55,0,77.39538859,33.11933385,76.80464471,8.865419883,0.71125,0.724427039
SYN_SUP_04452,SYN_COM_04452,Synthetic Supplier 4452,Synthetic Commodity 4452,USA,North America,1,Chemicals,61.12928274,62.28454592,62.79900898,44.7446021,0.7348,1322.13,0.76,0.87,2,1,42,39754,0.85917006,0.029,89.32342008,0.9,36.47766793,0.73,70.58,2,10161,Moderate,1.85E-05,0.834254128,0.001056497,0.815,0.496789546,53.80808438,63.34423631,75.99950449,8.865419883,0.816444444,0.787209415
SYN_SUP_04453,SYN_COM_04453,Synthetic Supplier 4453,Synthetic Commodity 4453,Brazil,South America,2,Electronics,67.26367738,64.11358074,78.36724581,90.20033994,0.125,1049.83,0.63,0.41,1,1,29,11712,0.866986279,0.019,67.63841191,1.41,98.00358452,0.48,79.53,1,1413,Moderate,1.07E-05,0.85051354,0.002476093,0.52,0.19175795,52.39937958,53.69153976,78.78362291,14.99576555,0.088652482,0.264532875
SYN_SUP_04454,SYN_COM_04454,Synthetic Supplier 4454,Synthetic Commodity 4454,India,Asia-Pacific,2,Agriculture,71.07595265,97.95172506,74.70305494,64.87872573,0.3852,162.43,0.72,0.58,0,1,36,11328,0.940480991,0.055,79.72293292,0.72,87.50537656,0.64,63.54,3,2707,Low,3.40E-05,0.888754536,0.003177966,0.65,0,55.55341657,42.64557159,80.15152747,9.261089909,0.535,0.28382543
SYN_SUP_04455,SYN_COM_04455,Synthetic Supplier 4455,Synthetic Commodity 4455,India,Asia-Pacific,2,Agriculture,68.91181337,82.04414475,100,61.39075319,0.1014,1356.11,0.77,0.79,0,0,45,24596,0.802606478,0.047,56.20237375,1.03,89.95675045,0.14,46.37,1,1411,Low,4.12E-06,0.764883973,0.001829566,0.78,0,53.86586532,41.34708802,82.8,9.261089909,0.098446602,0.303179803
SYN_SUP_04456,SYN_COM_04456,Synthetic Supplier 4456,Synthetic Commodity 4456,India,Asia-Pacific,3,Agriculture,80.94932675,60.90391099,84.96949388,79.01249072,0.3037,555,0.58,0.04,1,0,34,17151,0.889740421,0.023,59.9448609,0.7,49.91366353,0.71,61.74,1,8873,Moderate,1.77E-05,0.869276392,0.001982392,0.31,0.173695508,41.42690231,61.90292938,86.68474694,9.261089909,0.433857143,0.380052582
SYN_SUP_04457,SYN_COM_04457,Synthetic Supplier 4457,Synthetic Commodity 4457,China,Asia-Pacific,2,Electronics,67.01641846,100,78.74425694,71.11709754,0.5232,498.9,0.64,0.41,1,1,41,7108,0.955347254,0.04,45.93274132,1.17,75.43320024,0.63,75.04,0,9499,Low,7.36E-05,0.917133364,0.005768149,0.525,0.140421498,58.84092021,53.54318441,81.97212847,25.09000292,0.447179487,0.509934619
SYN_SUP_04458,SYN_COM_04458,Synthetic Supplier 4458,Synthetic Commodity 4458,Indonesia,Asia-Pacific,2,Food & Beverage,58.17861645,55.66127432,56.33092343,83.21001348,0.53,1223.51,0.37,0.33,2,0,14,12087,0.933023272,0.039,73.71982026,0.59,62.29980108,0.8,81.41,1,1977,Moderate,4.38E-05,0.896635364,0.001158269,0.35,0.440665319,45.07081758,61.57383654,74.16546171,35.15983525,0.898305085,0.544572642
