Supplier_ID,Supplier_Name,Country,Industry_Sector,ESG_Score,Carbon_Emission_tCO2e,Waste_Management_Score,Water_Usage_m3,Energy_Consumption_MWh,Compliance_Status,Certifications,Lead_Time_Days,Production_Capacity_Units,On_Time_Delivery_Rate,Defect_Rate_Percent,Financial_Stability_Index,Sustainability_Report_Submitted,GHG_Reduction_Target_Percent,Renewable_Energy_Use_Percent,Employee_Training_Hours,Supplier_Tier
S01528,Supplier_1528,Singapore,Electronics,42.69,775.63,86.41,67647.85,1982.22,Non-Compliant,ISO 14001,30.92,468684.9,85.44,2.72,0.41,,29.38,39.19,152.04,Tier 2
S01529,Supplier_1529,Singapore,Automotive,52.53,4567.66,43.16,64273.07,5030.75,Non-Compliant,None,69.25,426422.32,93.01,4.13,0.52,Yes,32.39,54.56,57.93,Tier 2
S01530,Supplier_1530,Indonesia,Chemicals,83.24,1119.41,51.19,27491.51,8189.45,Partially Compliant,ISO 9001,42.32,53683.96,70.57,3.32,0.63,,42.43,24.28,94.34,Tier 3
S01531,Supplier_1531,China,Textiles,82.04,2651.9,67.25,67849.49,9659.87,Non-Compliant,ISO 45001,61.68,99228.06,84.03,2.48,0.59,No,15.94,69.1,60.38,Tier 2
S01532,Supplier_1532,China,Automotive,53.09,1761.31,75.86,9615.22,178.66,Partially Compliant,ISO 9001,66.14,440431.46,94.63,2.58,0.93,Yes,24.7,58.42,1.36,Tier 2
S01533,Supplier_1533,Singapore,FMCG,60.5,421.06,93.94,73438.89,5944.49,Non-Compliant,ISO 14001,8.64,154173.62,87.07,2.21,0.92,No,49.31,31.55,114.77,Tier 3
S01534,Supplier_1534,China,,73.99,2655.07,74.74,28556.52,6198.22,Partially Compliant,ISO 14001,30.56,243272.34,75.7,1.99,0.3,Yes,23.55,63.56,203.91,Tier 1
S01535,Supplier_1535,Vietnam,Electronics,91.88,4258.41,49.27,75762.56,2887.05,Compliant,ISO 9001,44.6,387342.89,95.88,4.27,0.44,No,11.77,6.79,17.96,Tier 2
S01536,Supplier_1536,Vietnam,Automotive,64.46,3365.19,53.76,21878.22,2214.92,Partially Compliant,,83.89,510602.23,72.39,0.95,0.77,Yes,20.13,27.46,132.98,Tier 3
S01537,Supplier_1537,Vietnam,Chemicals,50.18,2113.5,62.69,75459.61,2568.51,Compliant,ISO 9001,61.08,148454.81,88.34,4.15,0.82,Yes,2.48,13.97,59.69,Tier 3
S01538,Supplier_1538,Malaysia,FMCG,93.44,2604.85,42.27,28553.37,4059.52,Partially Compliant,ISO 14001,29.17,315185.63,92.97,2.64,0.47,Yes,42.93,33.71,79.75,Tier 3
S01539,Supplier_1539,China,FMCG,86.24,2599.36,57.33,89230.89,8449.62,Partially Compliant,None,73.12,45173.63,74.74,4.49,0.47,Yes,10.57,99.84,166.35,Tier 1
S01540,Supplier_1540,Thailand,Automotive,90.0,3868.57,39.76,26838.25,2073.21,Partially Compliant,ISO 14001,75.23,102210.87,67.38,0.94,0.87,No,35.88,75.15,199.76,Tier 1
S01541,Supplier_1541,Thailand,Textiles,53.19,3206.65,82.97,64509.99,5283.26,Partially Compliant,None,83.21,85867.88,76.79,3.61,0.79,Yes,45.98,103.18,49.37,Tier 2
S01542,Supplier_1542,Singapore,Electronics,67.96,4691.96,34.71,20816.96,1804.45,Non-Compliant,ISO 14001,32.25,231931.03,87.73,1.36,0.33,Yes,23.09,92.19,95.24,Tier 3
S01543,Supplier_1543,Thailand,Plastics,49.89,2806.74,33.74,95273.89,5806.02,Partially Compliant,,59.95,322109.39,94.02,2.71,0.64,Yes,20.09,33.56,58.25,Tier 1
S01544,Supplier_1544,China,Metals,61.62,1841.8,72.88,96574.81,8830.58,Non-Compliant,None,24.73,203259.13,89.77,3.13,0.77,Yes,24.31,35.46,187.82,
S01545,Supplier_1545,China,Chemicals,77.45,4198.28,87.46,39266.7,9678.7,Compliant,ISO 9001,40.04,29386.1,75.8,4.35,0.33,No,9.85,90.93,183.11,Tier 2
S01546,Supplier_1546,Malaysia,Automotive,49.86,3505.11,95.42,62388.21,5160.88,Non-Compliant,ISO 45001,60.51,93959.58,88.24,2.89,0.34,No,5.04,1.4,129.14,Tier 2
S01547,Supplier_1547,Vietnam,Textiles,47.4,2471.37,33.31,42796.21,4309.05,Partially Compliant,ISO 9001,37.15,17698.2,97.52,3.27,0.52,No,18.86,69.37,169.2,Tier 2
S01548,Supplier_1548,Indonesia,Metals,94.34,1142.96,32.69,89675.02,3069.29,Partially Compliant,None,11.26,218987.57,95.21,2.43,0.9,Yes,29.15,19.89,91.43,Tier 3
S01549,Supplier_1549,,Textiles,46.84,2269.16,51.55,20334.42,3039.0,Non-Compliant,ISO 9001,83.62,402441.55,84.68,4.03,0.32,No,13.44,68.5,154.6,Tier 1
S01550,Supplier_1550,China,Electronics,57.91,2317.56,50.94,92190.51,480.47,Non-Compliant,ISO 45001,19.41,248429.76,94.07,3.73,0.38,,35.67,72.25,49.98,
S01551,Supplier_1551,Indonesia,Plastics,50.25,3298.98,39.94,53689.69,6431.29,Partially Compliant,ISO 9001,27.01,152529.28,95.57,0.79,0.59,Yes,10.73,37.34,60.22,Tier 3
S01552,Supplier_1552,Malaysia,Textiles,52.45,3652.99,76.53,38471.77,7767.55,Compliant,ISO 9001,84.41,137269.62,68.96,2.54,0.97,No,34.49,92.66,134.45,Tier 2
S01553,Supplier_1553,Malaysia,Plastics,80.26,2070.99,69.29,51638.74,9803.88,Non-Compliant,ISO 14001,10.49,296454.74,77.64,0.72,0.44,No,13.63,44.57,138.95,Tier 2
S01554,Supplier_1554,Thailand,,63.8,4280.26,33.57,26336.79,8281.2,Compliant,None,44.12,275176.71,73.86,4.36,0.62,No,28.18,60.93,149.38,Tier 1
S01555,Supplier_1555,Singapore,Automotive,90.28,3585.02,34.49,60209.18,6596.5,Partially Compliant,None,37.8,346390.21,87.42,1.89,0.8,Yes,0.89,16.94,179.59,Tier 2
S01556,Supplier_1556,Thailand,Electronics,52.4,679.49,65.46,102469.48,2783.59,Partially Compliant,ISO 14001,29.94,19316.85,76.02,0.49,0.55,No,16.02,64.6,87.85,Tier 3
S01557,Supplier_1557,India,Electronics,44.73,4492.68,64.67,56452.64,3610.8,Non-Compliant,None,73.1,280768.83,93.24,2.73,0.69,No,11.67,92.92,112.58,Tier 2
S01558,Supplier_1558,Malaysia,FMCG,72.16,4560.71,50.17,78626.25,5242.56,Compliant,ISO 14001,75.27,297297.04,80.51,4.39,0.97,Yes,3.65,72.78,22.24,Tier 2
S01559,Supplier_1559,China,Textiles,58.45,2770.96,38.63,95510.06,5431.82,Non-Compliant,None,90.64,139887.6,77.15,2.71,0.53,No,25.28,95.87,47.64,Tier 3
S01560,Supplier_1560,Thailand,Chemicals,90.01,3633.76,37.21,97772.79,4004.8,Compliant,None,38.38,234237.34,98.79,2.98,0.54,Yes,4.91,25.55,37.37,Tier 3
S01561,Supplier_1561,China,Electronics,72.54,3818.63,98.42,15541.21,3667.06,Partially Compliant,None,79.5,456095.99,86.59,1.53,0.93,,9.99,2.18,32.32,Tier 2
S01562,Supplier_1562,Malaysia,Chemicals,43.88,950.29,37.77,35161.05,9787.18,Non-Compliant,ISO 45001,56.66,68967.98,80.24,0.93,0.77,No,34.73,44.42,2.8,Tier 2
S01563,Supplier_1563,Indonesia,Automotive,43.59,156.32,37.06,44952.85,2911.71,Partially Compliant,ISO 9001,69.81,61532.99,78.59,4.66,0.9,Yes,46.86,97.05,73.95,Tier 1
S01564,Supplier_1564,India,Electronics,49.75,539.74,87.38,42259.8,9580.07,Non-Compliant,ISO 45001,68.86,355560.92,80.05,0.85,0.75,Yes,0.82,15.7,1.85,Tier 1
S01565,Supplier_1565,Singapore,Plastics,76.34,3303.6,N/A,96856.82,1432.89,Non-Compliant,ISO 14001,46.02,384853.95,73.76,1.17,0.56,Yes,38.2,45.53,95.32,Tier 1
S01566,Supplier_1566,Malaysia,Metals,74.32,4109.84,50.0,81624.11,9562.25,Compliant,ISO 14001,41.65,245131.58,72.7,4.34,0.69,No,30.17,34.65,104.57,Tier 3
S01567,Supplier_1567,Singapore,FMCG,73.09,733.77,30.2,78544.59,8975.43,Non-Compliant,ISO 9001,87.49,430601.26,85.0,4.05,0.75,No,9.37,102.42,133.4,Tier 3
S01568,Supplier_1568,Singapore,Automotive,79.72,4881.87,48.7,69365.6,7371.48,Non-Compliant,ISO 14001,92.22,435861.38,82.42,2.79,0.42,No,20.37,22.91,102.83,Tier 2
S01569,Supplier_1569,Indonesia,Plastics,87.04,N/A,59.28,89437.75,2079.07,Compliant,ISO 45001,80.93,77555.68,89.67,1.63,0.95,No,24.29,83.39,160.1,Tier 2
S01570,Supplier_1570,Indonesia,Automotive,84.85,2117.74,83.46,12216.73,4474.69,Non-Compliant,None,20.51,260661.79,71.37,3.03,0.7,No,32.31,23.97,110.89,Tier 3
S01571,Supplier_1571,Malaysia,FMCG,90.4,1362.61,79.79,32921.44,9301.21,Compliant,ISO 45001,69.28,90192.43,94.56,2.15,0.51,No,15.7,52.39,78.7,Tier 2
S01572,Supplier_1572,China,,58.52,2675.31,78.41,47395.95,2025.11,Partially Compliant,ISO 9001,67.91,111590.61,80.08,0.25,0.61,No,49.27,47.42,56.87,Tier 1
S01573,Supplier_1573,Singapore,FMCG,47.22,4389.31,68.23,30050.63,9242.77,Non-Compliant,ISO 9001,85.16,238495.14,83.31,4.6,0.48,No,11.84,48.39,67.06,Tier 2
S01574,Supplier_1574,Malaysia,Automotive,92.96,1175.23,50.15,28306.77,4824.87,Partially Compliant,ISO 45001,53.69,421122.05,92.48,4.57,0.84,No,37.08,96.5,15.09,Tier 1
S01575,Supplier_1575,Malaysia,Plastics,81.45,4933.2,49.99,40153.53,2055.12,Non-Compliant,ISO 14001,53.18,467674.7,84.63,1.7,0.63,No,40.8,28.62,186.19,Tier 2
S01576,Supplier_1576,Indonesia,FMCG,51.98,3907.69,41.51,88254.05,5923.07,Non-Compliant,ISO 45001,76.27,455763.41,89.29,3.33,0.4,No,39.71,93.37,178.14,Tier 3
S01577,Supplier_1577,,Chemicals,39.5,2687.6,44.85,86069.36,4421.5,Partially Compliant,ISO 45001,25.27,441182.87,102.22,3.16,1.01,Yes,39.23,94.08,125.76,Tier 3
S01578,Supplier_1578,India,Textiles,50.95,3668.89,92.69,72398.74,4285.6,Non-Compliant,ISO 45001,22.82,393210.73,79.31,3.87,0.77,Yes,5.54,55.46,69.76,Tier 2
S01579,Supplier_1579,Singapore,FMCG,48.0,2581.13,52.98,35297.9,8835.67,Compliant,ISO 9001,77.62,454510.85,71.82,3.88,0.94,Yes,25.39,88.81,23.03,Tier 3
S01580,Supplier_1580,Vietnam,FMCG,87.07,1710.33,57.23,66501.22,179.23,Partially Compliant,None,18.6,175055.5,71.65,3.33,0.85,Yes,29.41,85.45,157.04,
S01581,Supplier_1581,Singapore,Textiles,70.22,4615.83,56.4,70831.06,6358.6,Non-Compliant,ISO 9001,22.64,354620.37,94.35,3.36,0.93,No,30.22,17.95,29.74,Tier 2
S01582,Supplier_1582,Malaysia,Automotive,67.09,4110.03,69.24,19065.68,8827.91,Partially Compliant,ISO 14001,13.4,405642.77,72.93,2.12,0.49,Yes,32.08,16.02,191.41,
S01583,Supplier_1583,Indonesia,Automotive,54.95,4149.13,67.66,73144.47,5132.46,Non-Compliant,ISO 45001,31.7,300976.99,69.27,1.37,0.52,Yes,42.77,0.23,55.11,Tier 3
S01584,Supplier_1584,Singapore,Chemicals,59.84,3280.05,40.37,53554.18,3641.17,Compliant,ISO 45001,84.64,19636.71,95.57,0.39,1.01,Yes,8.2,72.2,127.91,Tier 2
S01585,Supplier_1585,Malaysia,Electronics,72.26,933.4,82.0,18690.7,7169.43,Non-Compliant,ISO 14001,66.69,291866.58,89.24,2.36,0.32,Yes,44.84,84.78,180.03,Tier 1
S01586,Supplier_1586,Indonesia,Electronics,68.81,3795.45,88.3,90364.0,7903.34,Non-Compliant,ISO 14001,64.99,401770.7,72.96,3.24,0.66,No,47.83,98.65,52.99,Tier 1
S01587,Supplier_1587,Indonesia,FMCG,63.4,3833.56,63.09,69734.96,7686.71,Compliant,None,58.86,92203.86,73.89,1.15,0.4,Yes,31.51,60.35,186.76,
S01588,Supplier_1588,India,,53.28,4094.74,82.1,86252.14,8430.01,Compliant,,74.57,294576.37,72.63,1.17,0.5,No,40.49,90.3,69.43,Tier 3
S01589,Supplier_1589,Malaysia,Plastics,81.0,3372.54,77.04,39023.32,4886.89,Non-Compliant,ISO 45001,83.47,335339.93,72.83,3.55,0.62,,14.79,45.01,190.44,Tier 2
S01590,Supplier_1590,China,Metals,56.19,3707.52,81.66,48445.82,8564.58,,ISO 9001,72.36,493141.56,80.15,2.24,0.85,Yes,39.48,50.55,173.48,Tier 3
S01591,Supplier_1591,Indonesia,Plastics,43.08,3002.48,45.43,17047.85,5758.34,Non-Compliant,ISO 45001,32.88,377736.34,77.07,4.8,0.43,No,10.93,68.8,155.52,Tier 1
S01592,Supplier_1592,Singapore,Plastics,44.69,864.94,40.95,58764.06,5780.58,Non-Compliant,ISO 45001,69.99,270642.74,75.65,3.33,0.78,Yes,43.33,9.67,89.13,Tier 2
S01593,Supplier_1593,Malaysia,Electronics,70.09,485.76,52.32,5248.24,9575.67,Non-Compliant,ISO 45001,39.06,77435.61,87.85,0.49,0.5,No,40.02,85.38,99.09,
S01594,Supplier_1594,Thailand,Textiles,55.26,4054.28,71.07,64577.78,2042.73,Partially Compliant,ISO 14001,81.0,311311.26,78.03,0.2,0.36,Yes,9.67,75.48,163.78,Tier 1
S01595,Supplier_1595,Vietnam,Chemicals,96.77,422.77,45.05,89161.11,6250.81,Partially Compliant,ISO 45001,42.85,259371.46,87.28,1.97,0.81,Yes,14.81,19.52,68.29,Tier 2
S01596,Supplier_1596,Vietnam,FMCG,84.89,3587.68,39.69,20255.74,7968.06,Partially Compliant,ISO 14001,77.19,389678.87,77.13,1.66,0.9,No,38.52,21.61,44.19,Tier 3
S01597,Supplier_1597,Vietnam,Automotive,44.3,1392.74,54.52,84841.52,3439.19,Partially Compliant,ISO 45001,13.21,262672.49,102.61,0.56,0.72,,0.84,93.55,68.59,Tier 1
S01598,Supplier_1598,Thailand,Metals,73.2,1998.83,58.76,69151.95,5929.89,Non-Compliant,ISO 45001,54.61,485417.13,87.32,1.32,0.9,No,25.38,66.74,104.15,Tier 1
S01599,Supplier_1599,Malaysia,Automotive,94.86,1869.51,39.89,42465.7,2852.08,Compliant,ISO 45001,44.68,390087.97,89.6,1.72,1.0,No,28.19,30.9,118.78,Tier 3
S01600,Supplier_1600,Thailand,Metals,57.13,2964.37,74.88,97993.9,8248.4,Compliant,None,86.53,53542.7,74.83,4.4,0.5,Yes,23.57,86.74,93.49,Tier 2
S01601,Supplier_1601,Vietnam,Plastics,40.3,3217.56,72.17,85824.41,2191.63,Partially Compliant,ISO 9001,59.98,380405.34,87.67,2.67,0.63,No,0.52,102.84,147.29,Tier 2
S01602,Supplier_1602,India,Automotive,72.85,4580.78,70.61,12168.19,1377.79,Partially Compliant,ISO 14001,78.68,339145.24,92.24,1.65,0.95,Yes,18.46,86.36,148.12,Tier 1
S01603,Supplier_1603,Malaysia,Automotive,70.57,3742.67,29.44,15412.95,3714.18,Partially Compliant,ISO 14001,82.53,81380.62,96.47,1.0,0.75,Yes,46.07,83.88,114.7,Tier 2
S01604,Supplier_1604,Singapore,Textiles,77.08,1233.15,90.45,27226.52,6911.32,Non-Compliant,None,78.68,184088.46,91.05,0.82,0.69,No,11.14,43.41,126.38,Tier 2
S01605,Supplier_1605,Thailand,FMCG,49.87,2551.64,83.41,32426.21,1692.15,Partially Compliant,ISO 45001,7.81,202765.23,82.97,2.29,0.48,Yes,17.58,96.1,153.2,Tier 1
S01606,Supplier_1606,China,Chemicals,74.59,794.96,36.48,95994.65,6325.71,Compliant,ISO 9001,81.67,336045.97,80.95,3.1,0.59,No,39.87,63.05,54.46,Tier 2
S01607,Supplier_1607,Indonesia,FMCG,52.59,2918.14,79.53,8078.61,7373.51,Partially Compliant,ISO 9001,51.65,175838.72,84.96,1.14,0.41,No,15.04,23.0,49.27,Tier 2
S01608,Supplier_1608,Singapore,Electronics,41.62,2516.39,89.12,40146.51,7132.04,Partially Compliant,ISO 9001,32.02,508210.08,94.5,1.19,0.57,No,37.79,90.71,176.48,Tier 3
S01609,Supplier_1609,Thailand,Textiles,58.19,3234.55,52.79,9473.01,9160.18,Partially Compliant,ISO 45001,38.17,119468.68,89.91,3.6,0.84,No,23.98,5.69,152.61,Tier 2
S01610,Supplier_1610,India,Automotive,84.98,124.42,56.32,72059.72,2459.42,Partially Compliant,None,66.04,284367.27,70.46,4.68,0.54,Yes,31.77,84.41,140.06,Tier 2
S01611,Supplier_1611,Singapore,Automotive,66.54,2134.07,46.34,46577.47,869.01,Non-Compliant,ISO 9001,74.3,93914.55,92.87,3.63,0.71,No,16.65,35.84,113.4,Tier 1
S01612,Supplier_1612,Vietnam,Automotive,86.42,545.62,43.16,31158.04,4995.97,Partially Compliant,ISO 45001,82.37,79811.89,91.17,4.15,0.89,No,6.94,67.65,20.45,Tier 2
S01613,Supplier_1613,China,Automotive,62.43,1248.58,67.05,24120.02,4836.41,Non-Compliant,ISO 14001,42.07,404814.96,90.71,3.7,1.0,No,25.36,8.83,196.86,Tier 1
S01614,Supplier_1614,Indonesia,,64.01,2117.68,55.83,7373.63,5327.42,Compliant,ISO 45001,13.85,317049.31,78.51,3.14,0.82,Yes,47.07,49.52,122.96,Tier 3
S01615,Supplier_1615,Indonesia,Automotive,44.96,747.36,58.7,71290.77,1528.21,Compliant,ISO 45001,40.43,64792.75,91.47,2.61,0.33,No,43.45,15.7,56.63,Tier 2
S01616,Supplier_1616,India,Chemicals,42.28,2891.9,37.1,89739.06,6456.38,Non-Compliant,ISO 9001,77.8,57381.3,70.62,4.57,0.53,No,26.25,80.06,64.64,Tier 3
S01617,Supplier_1617,China,Textiles,81.44,2509.89,59.35,8590.45,3679.92,Compliant,ISO 45001,32.9,241632.95,75.6,0.41,0.34,Yes,9.62,59.83,110.32,Tier 3
S01618,Supplier_1618,Singapore,Automotive,N/A,3966.49,66.79,49992.87,5341.93,Non-Compliant,,66.08,238686.17,97.12,2.35,0.8,No,41.51,87.2,67.29,Tier 3
S01619,Supplier_1619,India,Metals,54.06,2397.4,52.42,91687.78,7455.02,Compliant,ISO 9001,18.79,295935.23,86.8,0.52,0.34,Yes,38.86,3.72,46.21,Tier 3
S01620,Supplier_1620,Vietnam,FMCG,97.96,2288.62,72.15,40377.98,5452.86,Compliant,ISO 14001,16.13,43744.17,83.86,0.12,0.35,Yes,13.32,67.24,24.34,Tier 3
S01621,Supplier_1621,Vietnam,Automotive,50.81,3312.35,83.43,27189.07,1769.84,Compliant,ISO 9001,59.07,194477.82,82.59,1.83,0.94,No,11.27,59.13,15.57,
S01622,Supplier_1622,China,Chemicals,49.13,2689.56,48.33,89034.77,8618.84,Partially Compliant,ISO 45001,72.14,180042.75,78.9,1.31,0.45,No,36.96,26.48,193.21,Tier 2
S01623,Supplier_1623,Thailand,Chemicals,81.31,3477.24,50.31,2567.27,5069.17,Non-Compliant,ISO 45001,44.67,234312.04,84.03,3.86,0.54,No,48.15,18.72,2.05,Tier 1
S01624,Supplier_1624,China,Automotive,56.55,974.28,98.97,38395.69,3895.05,Partially Compliant,ISO 9001,23.75,463702.95,81.5,0.65,0.75,No,32.51,94.64,85.89,Tier 2
S01625,Supplier_1625,Thailand,Plastics,71.82,4471.69,83.32,19347.36,4668.61,Non-Compliant,ISO 14001,34.45,39209.24,69.17,3.34,0.67,Yes,27.76,79.8,78.47,Tier 1
S01626,Supplier_1626,China,Automotive,79.62,4646.48,39.14,101811.38,8945.34,Non-Compliant,None,9.68,22478.87,88.7,1.96,0.8,No,14.52,33.86,38.0,Tier 1
S01627,Supplier_1627,Singapore,Textiles,57.41,4498.31,48.35,35388.03,356.46,Non-Compliant,ISO 14001,25.78,234035.05,99.59,2.55,0.57,No,31.29,89.41,199.45,Tier 2
S01628,Supplier_1628,Singapore,Chemicals,50.42,478.86,55.83,31774.26,9724.71,Partially Compliant,ISO 45001,26.35,309153.96,91.51,3.5,0.6,,10.69,4.76,153.12,Tier 1
S01629,Supplier_1629,Malaysia,Textiles,44.52,1270.75,97.64,22706.31,4448.18,Compliant,ISO 9001,11.63,436382.54,95.16,4.49,0.86,No,38.17,87.97,73.84,Tier 1
S01630,Supplier_1630,China,FMCG,40.69,777.63,80.6,34923.33,4713.14,Non-Compliant,ISO 14001,88.17,506512.63,92.15,4.64,0.64,No,15.93,43.49,137.99,Tier 3
S01631,Supplier_1631,Singapore,Textiles,79.66,4701.23,45.44,90869.6,9630.96,Compliant,None,77.67,334912.18,68.61,0.8,0.67,No,4.65,45.4,145.08,Tier 2
S01632,Supplier_1632,Malaysia,Automotive,78.42,2288.06,45.0,95309.07,3892.84,Partially Compliant,ISO 45001,90.14,109332.13,92.48,0.34,0.32,No,12.21,67.45,13.37,Tier 3
S01633,Supplier_1633,Thailand,FMCG,75.27,3607.43,53.61,2065.92,3507.73,Partially Compliant,ISO 45001,72.69,215426.43,75.59,3.14,0.75,No,28.63,77.42,189.44,Tier 2
S01634,Supplier_1634,Singapore,Automotive,42.16,1236.51,64.14,58610.85,9745.35,Compliant,ISO 9001,29.68,327120.43,85.06,4.45,0.45,No,29.1,26.47,198.83,Tier 1
S01635,Supplier_1635,Thailand,Electronics,96.09,2912.11,38.04,9182.69,8695.82,Compliant,ISO 9001,13.2,292189.51,76.66,0.24,0.67,No,21.83,64.55,19.3,Tier 3
S01636,Supplier_1636,Thailand,Plastics,48.38,2489.29,55.56,39913.36,1343.37,Non-Compliant,ISO 9001,7.65,394674.12,88.28,0.18,0.46,Yes,31.73,20.68,84.54,Tier 1
S01637,Supplier_1637,Indonesia,Electronics,49.99,2945.71,80.17,64296.1,1406.95,Partially Compliant,ISO 9001,35.04,194068.31,83.2,1.86,0.39,Yes,32.51,96.56,91.13,Tier 3
S01638,Supplier_1638,Vietnam,Automotive,77.72,715.62,92.02,97589.38,4473.33,Partially Compliant,ISO 45001,40.45,274067.62,70.07,4.59,0.84,No,4.61,90.37,180.18,Tier 2
S01639,Supplier_1639,Vietnam,Electronics,71.0,1045.37,96.48,34011.52,6777.1,Non-Compliant,ISO 45001,27.46,461169.14,86.02,4.94,1.01,Yes,9.03,62.65,44.39,Tier 3
S01640,Supplier_1640,Singapore,FMCG,65.41,3011.41,92.59,47077.96,9099.76,Non-Compliant,ISO 45001,70.3,193597.99,79.76,0.57,0.83,No,17.0,94.74,59.24,Tier 1
S01641,Supplier_1641,China,Chemicals,78.85,1300.27,68.2,39576.64,6900.42,Compliant,None,54.9,371352.04,78.98,1.73,0.64,No,2.64,66.71,128.57,Tier 3
S01642,Supplier_1642,Singapore,Metals,72.2,4707.48,80.65,87216.9,6946.5,Non-Compliant,ISO 14001,70.77,53837.98,99.27,3.93,0.8,Yes,39.17,14.76,130.98,Tier 3
S01643,Supplier_1643,India,Textiles,73.89,4554.45,33.32,58273.32,4483.2,Non-Compliant,ISO 45001,5.41,461695.2,87.9,1.88,0.56,Yes,44.4,32.61,131.08,
S01644,Supplier_1644,India,Chemicals,87.5,701.85,76.24,65911.33,3504.8,Non-Compliant,ISO 14001,88.1,32620.16,77.48,2.55,0.77,Yes,21.88,51.55,189.52,Tier 3
S01645,Supplier_1645,China,Automotive,54.55,4709.22,31.03,70607.08,2454.72,Partially Compliant,ISO 14001,48.67,382594.13,83.01,4.49,0.98,Yes,9.73,16.04,164.43,Tier 3
S01646,Supplier_1646,Indonesia,Textiles,66.62,4225.11,95.69,74995.89,4805.43,Non-Compliant,ISO 9001,5.14,285953.24,89.12,1.5,0.32,Yes,39.89,9.41,129.9,Tier 2
S01647,Supplier_1647,Malaysia,Chemicals,66.71,2997.15,93.85,10422.33,4073.31,Non-Compliant,ISO 45001,22.2,224537.77,85.14,0.44,0.39,No,9.5,59.63,28.31,Tier 1
S01648,Supplier_1648,Thailand,Plastics,56.19,4604.84,95.21,79468.98,9764.29,Partially Compliant,ISO 14001,31.41,480957.53,73.02,2.6,0.59,No,32.82,69.81,176.56,Tier 3
S01649,Supplier_1649,Indonesia,Metals,95.54,3073.71,42.75,79745.41,619.47,Compliant,None,41.45,47908.06,69.75,0.6,0.7,No,50.53,96.48,142.36,Tier 1
S01650,Supplier_1650,Malaysia,Textiles,56.82,1311.12,97.91,3894.6,8025.78,Non-Compliant,ISO 9001,68.87,476639.34,95.65,2.81,0.39,Yes,7.5,51.54,176.87,Tier 1
S01651,Supplier_1651,,Automotive,66.46,545.82,39.18,45911.13,2889.86,Compliant,None,78.45,155717.17,91.77,4.86,0.81,No,46.81,45.9,49.67,Tier 3
S01652,Supplier_1652,India,Electronics,71.83,1751.95,51.94,87769.84,8059.74,Partially Compliant,ISO 14001,68.56,5596.76,100.3,3.78,0.6,No,45.81,43.16,134.22,Tier 2
S01653,Supplier_1653,China,FMCG,74.86,3351.17,68.27,94875.95,7426.88,Partially Compliant,ISO 14001,82.19,357081.66,92.64,3.9,0.73,Yes,48.32,29.35,86.47,Tier 2
S01654,Supplier_1654,Singapore,Plastics,72.74,N/A,94.69,13314.48,7251.19,Partially Compliant,None,36.61,447125.61,74.76,0.16,0.53,No,7.62,83.24,161.6,Tier 1
S01655,Supplier_1655,Vietnam,Plastics,91.37,2468.43,87.12,53041.23,5553.3,Compliant,ISO 14001,28.03,306965.42,97.92,3.22,0.32,No,40.99,98.55,177.35,Tier 1
S01656,Supplier_1656,Vietnam,FMCG,56.59,380.42,94.25,66156.99,4545.24,Partially Compliant,ISO 45001,84.21,385998.14,81.95,2.26,0.61,No,13.13,0.91,105.97,Tier 2
S01657,Supplier_1657,China,Electronics,50.95,568.15,82.03,11171.27,2863.15,Non-Compliant,ISO 45001,59.97,192035.55,93.73,2.49,0.61,Yes,0.04,94.93,135.78,Tier 1
S01658,Supplier_1658,Malaysia,Metals,64.83,920.33,42.93,39471.81,9092.4,Non-Compliant,ISO 45001,22.67,204084.69,71.58,1.39,0.73,No,18.38,5.96,149.29,Tier 1
S01659,Supplier_1659,Vietnam,Automotive,50.77,3501.44,49.79,80707.4,428.15,Compliant,None,68.61,457626.75,87.12,1.17,0.59,Yes,16.56,91.56,90.37,Tier 1
S01660,Supplier_1660,China,Textiles,89.41,2763.45,74.44,81942.39,8922.47,Partially Compliant,None,6.5,368902.3,78.04,3.06,0.92,Yes,0.2,18.92,37.74,Tier 2
S01661,Supplier_1661,Malaysia,Automotive,76.24,3114.13,69.48,48791.55,1736.58,Non-Compliant,ISO 14001,59.89,483083.03,82.49,2.1,0.42,Yes,3.6,76.66,105.64,Tier 2
S01662,Supplier_1662,Singapore,Automotive,71.05,827.94,31.64,70954.9,6144.69,Compliant,None,5.51,213635.46,100.36,3.47,0.53,Yes,3.15,10.06,68.85,Tier 2
S01663,Supplier_1663,Vietnam,Plastics,72.83,712.22,69.12,27338.81,4495.61,Partially Compliant,None,67.54,103972.64,73.41,4.88,0.63,Yes,3.22,2.49,162.74,Tier 1
S01664,Supplier_1664,Vietnam,Chemicals,65.76,4172.48,89.9,54323.64,1068.54,Non-Compliant,ISO 9001,14.29,330768.63,91.19,2.13,0.5,No,17.72,49.41,59.07,Tier 1
S01665,Supplier_1665,Vietnam,FMCG,60.61,3165.75,68.37,91280.67,447.11,Partially Compliant,ISO 9001,77.07,289196.59,79.32,2.85,0.83,Yes,14.88,83.69,62.62,Tier 3
S01666,Supplier_1666,India,Metals,49.1,2080.62,79.44,98658.35,5795.12,Compliant,ISO 14001,45.72,354678.65,87.06,4.96,0.87,No,9.15,38.98,156.36,Tier 1
